watchlist_id,user_id,item_type,item_target_id,notes,created_at
747,547,category,图书文具,图书文具品类市场分析,2024-06-24 08:49:59
748,724,product,709,分析709促销活动,2024-06-24 20:36:23
749,532,country,印尼,监测印尼政策变化,2024-06-25 12:32:53
750,325,category,玩具游戏,玩具游戏品类市场分析,2024-06-25 16:07:59
751,829,country,马来西亚,跟踪马来西亚电商动态,2024-06-25 21:43:32
752,51,keyword,baby products,监测baby products话题热度,2024-06-25 22:51:39
753,364,brand,Dior,分析Dior品牌策略,2024-06-26 03:30:04
754,798,shop,351,分析351运营策略,2024-06-26 10:27:14
755,186,product,861,跟踪861销售情况,2024-06-27 02:54:05
756,937,country,印尼,跟踪印尼电商动态,2024-06-27 23:54:38
757,720,shop,458,分析458运营策略,2024-06-28 06:08:06
758,19,brand,Honda,观察Honda品牌影响力,2024-06-28 06:11:19
759,454,country,越南,越南市场监控,2024-07-01 03:02:38
760,685,category,食品饮料,食品饮料品类市场分析,2024-07-01 12:06:12
761,621,country,泰国,监测泰国政策变化,2024-07-02 00:08:44
762,805,competitor,Estee Lauder平台,竞争对手Estee Lauder平台监控,2024-07-02 05:21:13
763,180,brand,Gucci,Gucci品牌市场监控,2024-07-02 07:06:33
764,888,category,美妆护肤,监测美妆护肤竞争格局,2024-07-02 21:13:24
765,199,country,马来西亚,马来西亚市场监控,2024-07-02 22:24:08
766,280,country,菲律宾,跟踪菲律宾电商动态,2024-07-03 01:23:01
767,229,category,玩具游戏,跟踪玩具游戏品类趋势,2024-07-03 13:09:14
768,172,product,325,跟踪325销售情况,2024-07-03 20:58:35
769,45,brand,Uniqlo,跟踪Uniqlo品牌动态,2024-07-04 03:18:18
770,321,shop,476,监测476店铺动态,2024-07-04 17:50:32
771,81,country,菲律宾,跟踪菲律宾电商动态,2024-07-05 10:43:26
772,916,shop,311,跟踪311店铺评级,2024-07-05 18:16:31
773,918,brand,Honda,观察Honda品牌影响力,2024-07-07 07:50:39
774,205,shop,163,分析163运营策略,2024-07-07 13:11:34
775,424,shop,284,跟踪284店铺评级,2024-07-07 18:06:40
776,894,shop,247,分析247运营策略,2024-07-07 20:09:29
777,274,competitor,Shiseido品牌,跟踪Shiseido品牌竞争动态,2024-07-08 05:54:57
778,529,shop,303,303官方店表现,2024-07-08 14:06:00
779,36,keyword,watch,分析watch竞争情况,2024-07-09 10:25:49
780,718,product,312,观察312市场竞争,2024-07-09 19:16:32
781,589,country,新加坡,监测新加坡政策变化,2024-07-10 00:27:04
782,7,keyword,kitchenware,kitchenware关键词市场热度,2024-07-10 03:12:36
783,699,category,家居生活,分析家居生活市场规模,2024-07-10 07:41:07
784,565,competitor,Shiseido品牌,跟踪Shiseido品牌竞争动态,2024-07-10 23:02:46
785,111,product,215,分析215促销活动,2024-07-11 04:08:04
786,204,shop,102,分析102运营策略,2024-07-11 06:57:43
787,451,competitor,Uniqlo平台,跟踪Uniqlo平台竞争动态,2024-07-11 17:00:04
788,570,brand,Uniqlo,分析Uniqlo品牌策略,2024-07-12 09:31:13
789,360,brand,Shiseido,Shiseido品牌市场监控,2024-07-12 11:10:40
790,318,brand,Wardah,Wardah品牌市场监控,2024-07-14 04:01:55
791,34,competitor,Estee Lauder品牌,竞争对手Estee Lauder品牌监控,2024-07-14 07:02:11
792,934,competitor,Wardah品牌,竞争对手Wardah品牌监控,2024-07-14 15:58:52
793,403,shop,187,187官方店表现,2024-07-15 22:19:20
794,910,category,图书文具,分析图书文具市场规模,2024-07-16 03:17:30
795,309,competitor,Toyota品牌,跟踪Toyota品牌竞争动态,2024-07-16 10:09:19
796,898,category,汽车配件,分析汽车配件市场规模,2024-07-16 15:55:47
797,213,shop,401,分析401运营策略,2024-07-17 08:08:47
798,291,product,767,分析767促销活动,2024-07-17 08:21:13
799,547,country,缅甸,跟踪缅甸电商动态,2024-07-17 13:20:55
800,384,brand,Apple,分析Apple品牌策略,2024-07-18 04:44:22
801,561,category,汽车配件,汽车配件品类市场分析,2024-07-18 13:33:38
802,865,keyword,handbag,跟踪handbag搜索趋势,2024-07-18 15:57:34
803,796,shop,498,跟踪498店铺评级,2024-07-18 17:24:51
804,205,brand,Toyota,跟踪Toyota品牌动态,2024-07-19 13:57:25
805,34,brand,Dior,跟踪Dior品牌动态,2024-07-20 14:17:53
806,669,shop,472,分析472运营策略,2024-07-20 23:04:24
807,238,brand,Estee Lauder,Estee Lauder品牌市场监控,2024-07-21 08:48:18
808,727,product,859,跟踪859销售情况,2024-07-21 11:47:09
809,514,brand,Dior,跟踪Dior品牌动态,2024-07-21 19:36:51
810,1000,competitor,Toyota店铺,竞争对手Toyota店铺监控,2024-07-22 05:53:27
811,316,product,817,观察817市场竞争,2024-07-22 09:21:38
812,160,country,越南,监测越南政策变化,2024-07-22 09:52:09
813,141,category,汽车配件,汽车配件品类市场分析,2024-07-22 10:17:07
814,915,keyword,handbag,分析handbag竞争情况,2024-07-22 13:27:27
815,919,competitor,Wardah公司,监测Wardah公司产品线,2024-07-22 16:29:13
816,261,product,816,跟踪816销售情况,2024-07-23 15:31:36
817,433,competitor,Adidas店铺,跟踪Adidas店铺竞争动态,2024-07-23 16:15:56
818,166,category,玩具游戏,跟踪玩具游戏品类趋势,2024-07-23 22:52:22
819,70,category,母婴用品,监测母婴用品竞争格局,2024-07-23 22:53:45
820,187,competitor,Apple品牌,监测Apple品牌产品线,2024-07-24 07:06:58
821,454,shop,146,监测146店铺动态,2024-07-25 02:59:21
822,685,category,图书文具,监测图书文具竞争格局,2024-07-25 06:55:07
823,325,keyword,makeup,监测makeup话题热度,2024-07-25 07:20:27
824,15,product,948,跟踪948销售情况,2024-07-25 08:32:54
825,99,brand,LG,分析LG品牌策略,2024-07-26 01:44:13
826,349,shop,7,跟踪7店铺评级,2024-07-26 03:19:13
827,799,brand,Dior,观察Dior品牌影响力,2024-07-26 14:37:38
828,76,country,老挝,跟踪老挝电商动态,2024-07-26 16:05:04
829,51,category,食品饮料,食品饮料品类市场分析,2024-07-27 10:30:43
830,613,keyword,furniture,furniture关键词市场热度,2024-07-28 00:23:01
831,496,keyword,pet food,跟踪pet food搜索趋势,2024-07-28 01:11:14
832,612,product,331,跟踪331销售情况,2024-07-28 02:04:15
833,94,product,307,分析307促销活动,2024-07-28 16:24:09
834,282,product,917,分析917促销活动,2024-08-01 00:40:59
835,276,brand,Toyota,观察Toyota品牌影响力,2024-08-01 01:10:08
836,424,brand,Honda,Honda品牌市场监控,2024-08-01 02:30:21
837,28,competitor,Gucci公司,竞争对手Gucci公司监控,2024-08-01 14:01:34
838,454,competitor,L'Oreal店铺,分析L'Oreal店铺市场策略,2024-08-01 14:37:33
839,948,shop,435,监测435店铺动态,2024-08-03 18:26:10
840,58,product,155,观察155市场竞争,2024-08-04 17:55:11
841,297,category,母婴用品,监测母婴用品竞争格局,2024-08-05 01:06:29
842,364,competitor,Gucci平台,分析Gucci平台市场策略,2024-08-05 06:24:35
843,712,competitor,Toyota平台,竞争对手Toyota平台监控,2024-08-05 10:00:26
844,133,brand,Honda,观察Honda品牌影响力,2024-08-05 10:32:45
845,319,product,132,跟踪132销售情况,2024-08-06 21:51:16
846,337,shop,362,跟踪362店铺评级,2024-08-07 00:26:29
847,942,product,944,跟踪944销售情况,2024-08-08 17:34:33
848,814,category,玩具游戏,监测玩具游戏竞争格局,2024-08-08 18:37:18
849,927,competitor,Xiaomi平台,跟踪Xiaomi平台竞争动态,2024-08-09 03:14:06
850,27,competitor,Nike品牌,跟踪Nike品牌竞争动态,2024-08-09 08:06:40
851,30,shop,308,分析308运营策略,2024-08-09 13:57:03
852,436,keyword,skincare,监测skincare话题热度,2024-08-09 17:05:55
853,789,keyword,baby products,监测baby products话题热度,2024-08-09 20:08:52
854,720,category,图书文具,监测图书文具竞争格局,2024-08-09 21:30:51
855,438,shop,216,跟踪216店铺评级,2024-08-10 12:07:51
856,168,shop,316,跟踪316店铺评级,2024-08-10 18:35:19
857,669,brand,LG,观察LG品牌影响力,2024-08-10 23:54:56
858,762,category,汽车配件,汽车配件品类市场分析,2024-08-11 00:28:09
859,415,brand,Wardah,Wardah品牌市场监控,2024-08-11 07:56:45
860,109,category,母婴用品,分析母婴用品市场规模,2024-08-11 16:17:21
861,112,brand,Estee Lauder,分析Estee Lauder品牌策略,2024-08-12 04:07:38
862,124,country,柬埔寨,监测柬埔寨政策变化,2024-08-12 04:39:48
863,505,brand,Prada,跟踪Prada品牌动态,2024-08-12 08:40:11
864,745,category,时尚服饰,时尚服饰品类市场分析,2024-08-12 14:09:32
865,390,category,运动户外,分析运动户外市场规模,2024-08-12 16:44:37
866,49,category,电子产品,监测电子产品竞争格局,2024-08-13 00:26:53
867,187,shop,134,跟踪134店铺评级,2024-08-13 07:09:07
868,864,competitor,L'Oreal品牌,竞争对手L'Oreal品牌监控,2024-08-13 21:14:45
869,814,product,441,跟踪441销售情况,2024-08-14 06:44:51
870,279,shop,443,分析443运营策略,2024-08-14 15:42:12
871,636,shop,347,跟踪347店铺评级,2024-08-14 20:35:56
872,295,shop,419,分析419运营策略,2024-08-15 06:39:21
873,253,country,越南,越南市场监控,2024-08-15 09:44:51
874,763,shop,192,192官方店表现,2024-08-15 23:36:22
875,361,brand,Mistine,跟踪Mistine品牌动态,2024-08-16 05:48:04
876,468,shop,260,分析260运营策略,2024-08-17 01:39:25
877,945,competitor,Mistine品牌,竞争对手Mistine品牌监控,2024-08-17 12:31:58
878,778,product,447,观察447市场竞争,2024-08-17 19:40:30
879,10,category,时尚服饰,跟踪时尚服饰品类趋势,2024-08-17 23:37:56
880,801,brand,Uniqlo,跟踪Uniqlo品牌动态,2024-08-19 09:54:16
881,891,competitor,L'Oreal平台,竞争对手L'Oreal平台监控,2024-08-19 12:22:38
882,198,shop,224,分析224运营策略,2024-08-19 16:47:48
883,300,keyword,smart home,监测smart home话题热度,2024-08-19 23:20:18
884,111,shop,236,分析236运营策略,2024-08-20 23:45:30
885,838,product,247,跟踪247销售情况,2024-08-21 07:33:00
886,940,competitor,Wardah品牌,跟踪Wardah品牌竞争动态,2024-08-21 08:44:12
887,94,country,菲律宾,跟踪菲律宾电商动态,2024-08-21 09:33:38
888,484,product,337,分析337促销活动,2024-08-21 22:54:32
889,270,brand,Uniqlo,观察Uniqlo品牌影响力,2024-08-24 00:02:16
890,738,country,柬埔寨,分析柬埔寨消费趋势,2024-08-25 02:05:00
891,774,keyword,home appliance,分析home appliance竞争情况,2024-08-25 06:16:51
892,213,competitor,Nike店铺,跟踪Nike店铺竞争动态,2024-08-26 04:28:21
893,54,category,食品饮料,食品饮料品类市场分析,2024-08-26 04:41:55
894,244,keyword,home appliance,跟踪home appliance搜索趋势,2024-08-26 06:22:08
895,523,keyword,electronics,分析electronics竞争情况,2024-08-26 19:22:33
896,963,shop,330,330官方店表现,2024-08-27 15:19:50
897,54,shop,217,分析217运营策略,2024-08-28 02:56:03
898,235,category,汽车配件,跟踪汽车配件品类趋势,2024-08-28 09:54:34
899,522,product,117,监测117价格趋势,2024-08-28 10:13:23
900,877,keyword,home appliance,跟踪home appliance搜索趋势,2024-09-01 06:30:47
901,75,brand,Estee Lauder,观察Estee Lauder品牌影响力,2024-09-01 09:00:41
902,931,country,印尼,印尼市场监控,2024-09-01 11:24:21
903,463,brand,Nike,分析Nike品牌策略,2024-09-01 15:12:25
904,75,category,美妆护肤,跟踪美妆护肤品类趋势,2024-09-02 13:28:45
905,391,product,472,分析472促销活动,2024-09-02 15:53:16
906,273,competitor,Uniqlo品牌,监测Uniqlo品牌产品线,2024-09-03 09:05:51
907,874,brand,Sony,跟踪Sony品牌动态,2024-09-03 12:40:11
908,673,competitor,Prada平台,跟踪Prada平台竞争动态,2024-09-03 17:13:18
909,679,brand,Prada,分析Prada品牌策略,2024-09-03 20:33:57
910,583,shop,380,跟踪380店铺评级,2024-09-04 01:28:21
911,813,shop,170,分析170运营策略,2024-09-05 10:32:45
912,966,country,印尼,印尼市场监控,2024-09-05 23:16:39
913,943,product,744,分析744促销活动,2024-09-06 10:02:38
914,778,product,436,跟踪436销售情况,2024-09-06 14:49:58
915,684,country,菲律宾,菲律宾市场监控,2024-09-06 22:43:21
916,627,keyword,smartphone,smartphone关键词市场热度,2024-09-08 11:15:32
917,969,brand,Apple,观察Apple品牌影响力,2024-09-09 13:55:06
918,783,keyword,fashion,分析fashion竞争情况,2024-09-09 17:14:01
919,448,product,618,跟踪618销售情况,2024-09-09 22:23:09
920,955,country,菲律宾,分析菲律宾消费趋势,2024-09-10 03:32:09
921,958,shop,323,跟踪323店铺评级,2024-09-10 07:32:26
922,850,brand,Estee Lauder,跟踪Estee Lauder品牌动态,2024-09-10 12:52:09
923,139,shop,346,监测346店铺动态,2024-09-10 17:08:32
924,607,competitor,Samsung品牌,竞争对手Samsung品牌监控,2024-09-10 20:56:40
925,814,shop,314,分析314运营策略,2024-09-11 06:06:43
926,633,competitor,Dior店铺,分析Dior店铺市场策略,2024-09-11 07:39:08
927,505,category,运动户外,运动户外品类市场分析,2024-09-12 03:59:31
928,861,brand,Adidas,跟踪Adidas品牌动态,2024-09-12 22:47:03
929,586,category,汽车配件,监测汽车配件竞争格局,2024-09-12 22:52:39
930,484,category,美妆护肤,分析美妆护肤市场规模,2024-09-13 02:44:49
931,246,category,运动户外,分析运动户外市场规模,2024-09-13 12:18:08
932,520,keyword,furniture,分析furniture竞争情况,2024-09-13 18:59:10
933,190,brand,L'Oreal,跟踪L'Oreal品牌动态,2024-09-13 23:56:06
934,826,country,柬埔寨,监测柬埔寨政策变化,2024-09-14 02:45:09
935,942,keyword,handbag,监测handbag话题热度,2024-09-14 12:06:02
936,235,brand,LG,LG品牌市场监控,2024-09-15 02:03:34
937,864,category,母婴用品,监测母婴用品竞争格局,2024-09-15 16:45:13
938,238,product,482,监测482价格趋势,2024-09-15 23:50:29
939,207,category,运动户外,跟踪运动户外品类趋势,2024-09-16 04:38:55
940,118,shop,144,144官方店表现,2024-09-16 09:34:50
941,880,brand,Mistine,Mistine品牌市场监控,2024-09-16 11:19:37
942,996,category,美妆护肤,分析美妆护肤市场规模,2024-09-16 20:52:47
943,498,category,时尚服饰,分析时尚服饰市场规模,2024-09-17 00:09:21
944,628,competitor,LG店铺,跟踪LG店铺竞争动态,2024-09-17 21:42:48
945,867,product,292,跟踪292销售情况,2024-09-18 12:58:01
946,828,shop,215,跟踪215店铺评级,2024-09-18 16:25:22
947,379,shop,195,监测195店铺动态,2024-09-18 20:10:17
948,819,competitor,Mistine公司,竞争对手Mistine公司监控,2024-09-19 11:12:03
949,847,category,美妆护肤,分析美妆护肤市场规模,2024-09-19 14:57:42
950,690,country,柬埔寨,分析柬埔寨消费趋势,2024-09-20 02:55:14
951,525,shop,345,监测345店铺动态,2024-09-20 17:27:09
952,754,category,时尚服饰,跟踪时尚服饰品类趋势,2024-09-21 09:51:20
953,901,product,243,跟踪243销售情况,2024-09-21 13:22:26
954,870,brand,Samsung,Samsung品牌市场监控,2024-09-21 20:01:54
955,532,competitor,Chanel品牌,分析Chanel品牌市场策略,2024-09-21 22:57:43
956,306,product,901,跟踪901销售情况,2024-09-22 19:08:22
957,546,keyword,fashion,分析fashion竞争情况,2024-09-22 19:24:46
958,55,category,食品饮料,跟踪食品饮料品类趋势,2024-09-23 22:13:44
959,979,product,68,观察68市场竞争,2024-09-24 05:21:45
960,721,product,155,跟踪155销售情况,2024-09-24 18:57:22
961,186,product,469,观察469市场竞争,2024-09-25 19:29:46
962,846,shop,444,监测444店铺动态,2024-09-25 20:08:39
963,384,category,食品饮料,跟踪食品饮料品类趋势,2024-09-26 09:25:23
964,667,category,时尚服饰,监测时尚服饰竞争格局,2024-09-26 17:25:35
965,70,category,玩具游戏,监测玩具游戏竞争格局,2024-09-26 22:19:29
966,778,brand,Dior,分析Dior品牌策略,2024-09-27 05:25:25
967,924,product,739,分析739促销活动,2024-09-27 23:58:23
968,823,category,母婴用品,分析母婴用品市场规模,2024-09-28 06:31:04
969,286,shop,58,58官方店表现,2024-10-01 10:36:50
970,685,category,电子产品,分析电子产品市场规模,2024-10-01 12:14:21
971,289,country,泰国,泰国市场监控,2024-10-01 23:40:31
972,961,shop,95,分析95运营策略,2024-10-02 17:39:21
973,871,product,629,监测629价格趋势,2024-10-03 08:25:09
974,475,country,文莱,文莱市场监控,2024-10-03 09:59:33
975,640,competitor,Chanel公司,竞争对手Chanel公司监控,2024-10-04 11:24:33
976,667,country,泰国,监测泰国政策变化,2024-10-04 13:52:02
977,261,category,电子产品,跟踪电子产品品类趋势,2024-10-05 05:59:36
978,627,keyword,skincare,分析skincare竞争情况,2024-10-05 12:12:11
979,486,category,食品饮料,分析食品饮料市场规模,2024-10-06 02:38:23
980,528,product,416,观察416市场竞争,2024-10-08 01:55:03
981,228,country,新加坡,跟踪新加坡电商动态,2024-10-08 06:19:15
982,157,country,文莱,监测文莱政策变化,2024-10-08 13:05:26
983,558,category,美妆护肤,监测美妆护肤竞争格局,2024-10-08 19:08:33
984,970,product,941,跟踪941销售情况,2024-10-09 05:08:39
985,604,keyword,sports shoes,分析sports shoes竞争情况,2024-10-09 15:12:41
986,645,shop,341,跟踪341店铺评级,2024-10-09 15:26:17
987,315,category,美妆护肤,分析美妆护肤市场规模,2024-10-10 09:33:29
988,688,shop,349,分析349运营策略,2024-10-11 05:10:00
989,775,category,美妆护肤,美妆护肤品类市场分析,2024-10-11 12:55:16
990,741,shop,182,监测182店铺动态,2024-10-11 15:55:04
991,745,category,食品饮料,监测食品饮料竞争格局,2024-10-11 18:08:36
992,289,category,电子产品,监测电子产品竞争格局,2024-10-12 14:59:08
993,783,keyword,handbag,分析handbag竞争情况,2024-10-12 18:10:31
994,403,brand,LV,分析LV品牌策略,2024-10-13 15:41:39
995,796,competitor,Mistine店铺,竞争对手Mistine店铺监控,2024-10-14 03:02:43
996,834,product,113,观察113市场竞争,2024-10-14 04:06:16
997,160,product,680,分析680促销活动,2024-10-15 19:47:09
998,55,country,缅甸,跟踪缅甸电商动态,2024-10-16 04:14:29
999,438,competitor,Samsung公司,跟踪Samsung公司竞争动态,2024-10-16 05:33:57
1000,285,shop,209,监测209店铺动态,2024-10-16 08:33:26
1001,454,country,泰国,泰国市场监控,2024-10-17 10:47:06
1002,241,competitor,Shiseido公司,跟踪Shiseido公司竞争动态,2024-10-18 06:15:36
1003,334,product,809,观察809市场竞争,2024-10-18 19:11:14
1004,225,competitor,Toyota公司,跟踪Toyota公司竞争动态,2024-10-19 00:16:57
1005,774,shop,75,监测75店铺动态,2024-10-19 04:25:54
1006,853,competitor,Honda品牌,监测Honda品牌产品线,2024-10-19 16:30:38
1007,454,keyword,fashion,监测fashion话题热度,2024-10-19 16:32:18
1008,639,brand,LV,LV品牌市场监控,2024-10-19 21:46:26
1009,381,brand,Dior,Dior品牌市场监控,2024-10-20 02:20:49
1010,669,keyword,smartphone,监测smartphone话题热度,2024-10-20 09:18:02
1011,36,brand,Xiaomi,分析Xiaomi品牌策略,2024-10-20 13:37:31
1012,493,category,图书文具,分析图书文具市场规模,2024-10-21 04:03:14
1013,946,category,汽车配件,汽车配件品类市场分析,2024-10-21 16:15:21
1014,541,competitor,Prada品牌,监测Prada品牌产品线,2024-10-21 17:31:55
1015,721,keyword,fashion,跟踪fashion搜索趋势,2024-10-21 21:09:27
1016,858,product,901,跟踪901销售情况,2024-10-22 17:42:38
1017,664,keyword,pet food,监测pet food话题热度,2024-10-22 22:56:00
1018,900,shop,213,跟踪213店铺评级,2024-10-23 14:11:50
1019,979,competitor,Estee Lauder品牌,分析Estee Lauder品牌市场策略,2024-10-23 14:29:25
1020,709,keyword,fashion,跟踪fashion搜索趋势,2024-10-24 13:45:27
1021,525,competitor,Prada品牌,分析Prada品牌市场策略,2024-10-24 15:24:05
1022,484,category,家居生活,分析家居生活市场规模,2024-10-24 15:51:18
1023,304,keyword,electronics,监测electronics话题热度,2024-10-24 22:39:58
1024,834,brand,Samsung,观察Samsung品牌影响力,2024-10-25 01:20:39
1025,762,brand,Honda,跟踪Honda品牌动态,2024-10-25 05:41:17
1026,363,category,电子产品,电子产品品类市场分析,2024-10-25 06:29:34
1027,889,keyword,furniture,分析furniture竞争情况,2024-10-25 11:14:12
1028,46,category,图书文具,图书文具品类市场分析,2024-10-26 12:52:28
1029,238,competitor,LG平台,竞争对手LG平台监控,2024-10-26 13:06:52
1030,73,country,菲律宾,分析菲律宾消费趋势,2024-10-26 18:02:43
1031,183,product,630,监测630价格趋势,2024-10-26 21:12:51
1032,526,shop,35,35官方店表现,2024-10-26 22:36:23
1033,276,category,玩具游戏,跟踪玩具游戏品类趋势,2024-10-27 01:18:07
1034,826,category,母婴用品,跟踪母婴用品品类趋势,2024-10-27 05:33:42
1035,636,country,柬埔寨,柬埔寨市场监控,2024-10-27 11:52:12
1036,550,category,电子产品,分析电子产品市场规模,2024-10-28 02:17:47
1037,616,shop,399,399官方店表现,2024-10-28 03:20:42
1038,7,category,母婴用品,监测母婴用品竞争格局,2024-10-28 11:14:47
1039,424,brand,Shiseido,Shiseido品牌市场监控,2024-10-28 23:05:17
1040,901,category,美妆护肤,跟踪美妆护肤品类趋势,2024-11-01 09:52:02
1041,622,category,家居生活,跟踪家居生活品类趋势,2024-11-02 03:13:57
1042,609,shop,93,分析93运营策略,2024-11-02 08:02:36
1043,273,keyword,healthy food,分析healthy food竞争情况,2024-11-02 08:09:50
1044,972,product,525,观察525市场竞争,2024-11-02 14:04:34
1045,61,brand,Maybelline,分析Maybelline品牌策略,2024-11-02 15:00:10
1046,828,shop,1,1官方店表现,2024-11-02 15:04:44
1047,259,keyword,skincare,skincare关键词市场热度,2024-11-03 03:44:54
1048,840,keyword,handbag,分析handbag竞争情况,2024-11-03 05:55:12
1049,445,keyword,furniture,跟踪furniture搜索趋势,2024-11-03 15:19:38
1050,475,competitor,Mistine品牌,分析Mistine品牌市场策略,2024-11-04 10:05:10
1051,69,keyword,healthy food,跟踪healthy food搜索趋势,2024-11-06 02:36:28
1052,592,keyword,sustainable,sustainable关键词市场热度,2024-11-06 04:47:33
1053,859,keyword,jewelry,跟踪jewelry搜索趋势,2024-11-06 11:39:44
1054,457,competitor,Uniqlo店铺,跟踪Uniqlo店铺竞争动态,2024-11-07 00:41:09
1055,81,country,马来西亚,分析马来西亚消费趋势,2024-11-07 08:25:02
1056,229,category,母婴用品,分析母婴用品市场规模,2024-11-08 03:49:06
1057,433,brand,Shiseido,跟踪Shiseido品牌动态,2024-11-08 12:18:29
1058,126,product,467,跟踪467销售情况,2024-11-09 00:00:54
1059,435,product,94,跟踪94销售情况,2024-11-09 19:54:06
1060,247,competitor,L'Oreal店铺,监测L'Oreal店铺产品线,2024-11-10 06:05:14
1061,561,category,汽车配件,汽车配件品类市场分析,2024-11-10 11:08:54
1062,873,shop,300,监测300店铺动态,2024-11-10 12:52:10
1063,565,brand,LV,跟踪LV品牌动态,2024-11-10 12:57:12
1064,573,brand,Estee Lauder,Estee Lauder品牌市场监控,2024-11-10 13:15:32
1065,774,brand,Xiaomi,Xiaomi品牌市场监控,2024-11-12 02:17:59
1066,940,product,186,监测186价格趋势,2024-11-13 14:39:50
1067,394,competitor,Estee Lauder平台,分析Estee Lauder平台市场策略,2024-11-13 14:42:05
1068,925,keyword,skincare,跟踪skincare搜索趋势,2024-11-14 07:42:46
1069,700,competitor,Apple品牌,分析Apple品牌市场策略,2024-11-15 08:20:37
1070,202,brand,Estee Lauder,分析Estee Lauder品牌策略,2024-11-15 16:14:14
1071,49,keyword,kitchenware,kitchenware关键词市场热度,2024-11-15 23:42:45
1072,831,shop,94,监测94店铺动态,2024-11-16 03:34:01
1073,277,keyword,smartphone,smartphone关键词市场热度,2024-11-17 08:20:06
1074,877,competitor,Honda品牌,分析Honda品牌市场策略,2024-11-17 08:55:53
1075,514,category,食品饮料,食品饮料品类市场分析,2024-11-17 22:11:49
1076,814,keyword,electronics,electronics关键词市场热度,2024-11-18 01:07:26
1077,25,product,11,分析11促销活动,2024-11-18 20:23:02
1078,114,country,菲律宾,菲律宾市场监控,2024-11-19 01:53:55
1079,934,brand,Samsung,跟踪Samsung品牌动态,2024-11-19 09:11:37
1080,625,product,216,跟踪216销售情况,2024-11-20 01:19:24
1081,778,brand,Maybelline,Maybelline品牌市场监控,2024-11-20 03:57:41
1082,945,country,缅甸,监测缅甸政策变化,2024-11-21 03:07:35
1083,166,product,547,跟踪547销售情况,2024-11-21 10:09:12
1084,592,country,泰国,跟踪泰国电商动态,2024-11-21 19:50:05
1085,28,competitor,Wardah公司,竞争对手Wardah公司监控,2024-11-22 05:30:16
1086,574,competitor,Sony品牌,分析Sony品牌市场策略,2024-11-22 09:25:58
1087,139,keyword,sunscreen,sunscreen关键词市场热度,2024-11-22 18:29:09
1088,516,country,越南,监测越南政策变化,2024-11-23 01:42:48
1089,205,keyword,smart home,跟踪smart home搜索趋势,2024-11-23 18:35:12
1090,922,brand,LV,跟踪LV品牌动态,2024-11-24 09:37:10
1091,280,country,印尼,印尼市场监控,2024-11-24 12:01:11
1092,876,keyword,sustainable,sustainable关键词市场热度,2024-11-25 15:21:39
1093,775,brand,Estee Lauder,Estee Lauder品牌市场监控,2024-11-26 01:14:46
1094,969,product,365,观察365市场竞争,2024-11-26 06:41:59
1095,862,country,新加坡,跟踪新加坡电商动态,2024-11-26 16:30:31
1096,907,shop,488,488官方店表现,2024-11-27 02:03:14
1097,6,country,文莱,跟踪文莱电商动态,2024-11-27 03:52:12
1098,312,country,文莱,监测文莱政策变化,2024-11-27 12:05:15
1099,22,competitor,Sony店铺,跟踪Sony店铺竞争动态,2024-11-27 14:24:54
1100,481,category,美妆护肤,分析美妆护肤市场规模,2024-11-27 15:52:24
1101,784,competitor,Samsung店铺,监测Samsung店铺产品线,2024-11-28 03:41:36
1102,382,competitor,Maybelline店铺,监测Maybelline店铺产品线,2024-11-28 04:14:34
1103,235,brand,Honda,分析Honda品牌策略,2024-11-28 10:49:53
1104,49,shop,464,跟踪464店铺评级,2024-12-01 18:24:54
1105,859,country,印尼,分析印尼消费趋势,2024-12-01 20:17:36
1106,286,shop,133,跟踪133店铺评级,2024-12-02 02:11:50
1107,513,brand,Mistine,跟踪Mistine品牌动态,2024-12-02 07:18:25
1108,613,country,文莱,监测文莱政策变化,2024-12-02 13:15:32
1109,897,brand,Mistine,观察Mistine品牌影响力,2024-12-02 16:25:11
1110,703,category,电子产品,跟踪电子产品品类趋势,2024-12-03 14:39:22
1111,450,product,356,跟踪356销售情况,2024-12-04 02:32:01
1112,90,country,泰国,泰国市场监控,2024-12-04 09:47:02
1113,450,brand,Samsung,分析Samsung品牌策略,2024-12-04 14:29:52
1114,430,competitor,Apple店铺,监测Apple店铺产品线,2024-12-04 22:11:16
1115,816,brand,Honda,Honda品牌市场监控,2024-12-05 02:38:13
1116,366,keyword,smartphone,smartphone关键词市场热度,2024-12-05 08:11:58
1117,682,keyword,electronics,electronics关键词市场热度,2024-12-05 13:50:44
1118,330,product,915,观察915市场竞争,2024-12-06 02:20:33
1119,837,shop,310,跟踪310店铺评级,2024-12-06 05:14:44
1120,292,country,缅甸,缅甸市场监控,2024-12-06 12:13:50
1121,984,shop,109,跟踪109店铺评级,2024-12-06 23:50:53
1122,763,country,泰国,泰国市场监控,2024-12-07 02:11:59
1123,19,brand,LV,跟踪LV品牌动态,2024-12-07 09:44:07
1124,754,country,菲律宾,跟踪菲律宾电商动态,2024-12-08 00:14:42
1125,331,brand,Gucci,Gucci品牌市场监控,2024-12-09 08:55:53
1126,304,brand,Gucci,Gucci品牌市场监控,2024-12-09 14:52:52
1127,34,shop,489,489官方店表现,2024-12-09 20:51:36
1128,159,competitor,Maybelline品牌,监测Maybelline品牌产品线,2024-12-10 03:36:32
