provider_id,provider_name,service_type,countries_covered,contact_info,user_rating_avg,review_count,is_verified
119,Fast Delivery MY,logistics,[4],"{""website"": ""https://www.myexpresslogistics.com.my"", ""email"": ""contact@myexpresslogistics.com.my"", ""phone"": ""+60224516271"", ""address"": ""Contact for detailed address information""}",4.2,276,False
120,Shopify Partners,ecommerce_platform,[6],"{""website"": ""https://www.电商平台philippines.com.ph"", ""email"": ""contact@电商平台philippines.com.ph"", ""phone"": ""+63220168521"", ""address"": ""Contact for detailed address information""}",4.2,734,False
121,履单服务 Vietnam,fulfillment,[3],"{""website"": ""https://www.履单服务vietnam-vn.com"", ""email"": ""contact@履单服务vietnam-vn.com"", ""phone"": ""+84239338140"", ""address"": ""Contact for detailed address information""}",4.0,248,False
122,咨询服务 Singapore,consulting,[5],"{""website"": ""https://www.sg咨询服务solutions-sg.com"", ""email"": ""contact@sg咨询服务solutions-sg.com"", ""phone"": ""+65266497673"", ""address"": ""Contact for detailed address information""}",4.9,3308,True
123,BN Tax Consultants,accounting,[10],"{""website"": ""https://www.bruneiaccountingservices-bn.com"", ""email"": ""contact@bruneiaccountingservices-bn.com"", ""phone"": ""+673249637949"", ""address"": ""Contact for detailed address information""}",4.4,768,True
124,Malaysia 保险服务,insurance,[4],"{""website"": ""https://www.malaysia保险服务.co.my"", ""email"": ""contact@malaysia保险服务.co.my"", ""phone"": ""+60222127845"", ""address"": ""Contact for detailed address information""}",4.5,1191,False
125,Regional 电商平台 Solutions,ecommerce_platform,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","{""website"": ""https://www.shopifypartners.com"", ""email"": ""info@shopifypartners.com"", ""phone"": ""+9803146807"", ""address"": ""Contact for detailed address information""}",4.3,677,False
126,Magento Specialists,ecommerce_platform,[9],"{""website"": ""https://www.magentospecialists.co.mm"", ""email"": ""contact@magentospecialists.co.mm"", ""phone"": ""+95268254944"", ""address"": ""Contact for detailed address information""}",4.9,3752,True
127,Global IT服务,it_services,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","{""website"": ""https://www.southeastasiait服务.world"", ""email"": ""info@southeastasiait服务.world"", ""phone"": ""+63447192860"", ""address"": ""Contact for detailed address information""}",4.7,1971,True
128,Worldwide IT服务,it_services,"[1, 2, 3, 8, 9, 10]","{""website"": ""https://www.it服务asiapacific.asia"", ""email"": ""info@it服务asiapacific.asia"", ""phone"": ""+6406090704"", ""address"": ""Contact for detailed address information""}",4.2,142,True
129,WooCommerce Experts,ecommerce_platform,[2],"{""website"": ""https://www.电商平台thailand.com.th"", ""email"": ""contact@电商平台thailand.com.th"", ""phone"": ""+66281276175"", ""address"": ""Contact for detailed address information""}",4.5,2939,False
130,FedEx,logistics,"[5, 6, 8, 9, 10]","{""website"": ""https://www.regional物流服务solutions.com"", ""email"": ""info@regional物流服务solutions.com"", ""phone"": ""+74920112843"", ""address"": ""Contact for detailed address information""}",4.8,1953,True
131,Fast Delivery MY,logistics,[4],"{""website"": ""https://www.fastdeliverymy.com.my"", ""email"": ""contact@fastdeliverymy.com.my"", ""phone"": ""+60230815112"", ""address"": ""Contact for detailed address information""}",4.2,586,False
132,Ninja Van,logistics,"[2, 4, 5, 6]","{""website"": ""https://www.ninjavan.com"", ""email"": ""contact@ninjavan.com"", ""phone"": ""+85647605013""}",4.1,6752,True
133,Worldwide 物流服务,logistics,"[1, 3, 8]","{""website"": ""https://www.物流服务network.com"", ""email"": ""info@物流服务network.com"", ""phone"": ""+98569364724"", ""address"": ""Contact for detailed address information""}",4.5,4530,False
134,ASEAN 法律服务,legal,"[2, 3, 4, 5, 6, 9, 10]","{""website"": ""https://www.法律服务asiapacific.global"", ""email"": ""info@法律服务asiapacific.global"", ""phone"": ""+72727263011"", ""address"": ""Contact for detailed address information""}",4.4,888,True
135,Laos It Services,it_services,[8],"{""website"": ""https://www.lait服务solutions-la.com"", ""email"": ""contact@lait服务solutions-la.com"", ""phone"": ""+856289617272"", ""address"": ""Contact for detailed address information""}",4.6,1578,False
136,GrabPay,payment_gateway,"[1, 3, 5, 8]","{""website"": ""https://www.stripe.asia"", ""email"": ""info@stripe.asia"", ""phone"": ""+26729532922"", ""address"": ""Contact for detailed address information""}",4.9,3446,True
137,KH 咨询服务 Solutions,consulting,[7],"{""website"": ""https://www.cambodia咨询服务.co.kh"", ""email"": ""contact@cambodia咨询服务.co.kh"", ""phone"": ""+855239015696"", ""address"": ""Contact for detailed address information""}",4.8,2586,False
138,ID IT服务 Solutions,it_services,[1],"{""website"": ""https://www.indonesiaitservices.co.id"", ""email"": ""contact@indonesiaitservices.co.id"", ""phone"": ""+62216319664"", ""address"": ""Contact for detailed address information""}",4.3,664,False
139,MM 咨询服务 Solutions,consulting,[9],"{""website"": ""https://www.myanmar咨询服务.com.mm"", ""email"": ""contact@myanmar咨询服务.com.mm"", ""phone"": ""+95219634039"", ""address"": ""Contact for detailed address information""}",4.6,2837,True
140,Regional 法律服务 Solutions,legal,"[1, 3, 4, 5, 6, 9]","{""website"": ""https://www.asean法律服务.com"", ""email"": ""info@asean法律服务.com"", ""phone"": ""+70964651156"", ""address"": ""Contact for detailed address information""}",4.8,4765,True
141,Legal Solutions VN,legal,[3],"{""website"": ""https://www.vnbusinesslawyers-vn.com"", ""email"": ""contact@vnbusinesslawyers-vn.com"", ""phone"": ""+84210945866"", ""address"": ""Contact for detailed address information""}",4.6,675,True
142,Digital Marketing SEA,marketing_agency,[2],"{""website"": ""https://www.e-commercemarketingthailand.com.th"", ""email"": ""contact@e-commercemarketingthailand.com.th"", ""phone"": ""+66247509387"", ""address"": ""Contact for detailed address information""}",5.0,904,True
143,Myanmar Fulfillment,fulfillment,[9],"{""website"": ""https://www.myanmar履单服务.co.mm"", ""email"": ""contact@myanmar履单服务.co.mm"", ""phone"": ""+95257643433"", ""address"": ""Contact for detailed address information""}",4.7,3910,True
144,Global IT服务,it_services,"[1, 2, 3, 4, 6, 7, 9]","{""website"": ""https://www.worldwideit服务.world"", ""email"": ""info@worldwideit服务.world"", ""phone"": ""+73700130772"", ""address"": ""Contact for detailed address information""}",4.8,2164,True
145,Thailand Corporate Legal,legal,[2],"{""website"": ""https://www.thailandlegalpartners-th.com"", ""email"": ""contact@thailandlegalpartners-th.com"", ""phone"": ""+66258149180"", ""address"": ""Contact for detailed address information""}",4.6,1568,True
146,Malaysia Insurance,insurance,[4],"{""website"": ""https://www.保险服务malaysia.com.my"", ""email"": ""contact@保险服务malaysia.com.my"", ""phone"": ""+60239865225"", ""address"": ""Contact for detailed address information""}",4.4,201,False
147,履单服务 Myanmar,fulfillment,[9],"{""website"": ""https://www.mm履单服务solutions-mm.com"", ""email"": ""contact@mm履单服务solutions-mm.com"", ""phone"": ""+95255765837"", ""address"": ""Contact for detailed address information""}",4.4,792,True
148,Cambodia IT服务,it_services,[7],"{""website"": ""https://www.cambodiaitservices.com.kh"", ""email"": ""contact@cambodiaitservices.com.kh"", ""phone"": ""+855212976503"", ""address"": ""Contact for detailed address information""}",4.2,905,False
149,Worldwide 电商平台,ecommerce_platform,"[2, 5, 7, 8, 9, 10]","{""website"": ""https://www.international电商平台.world"", ""email"": ""info@international电商平台.world"", ""phone"": ""+94673709451"", ""address"": ""Contact for detailed address information""}",4.3,909,True
150,Vietnam Consulting,consulting,[3],"{""website"": ""https://www.vietnam咨询服务.co.vn"", ""email"": ""contact@vietnam咨询服务.co.vn"", ""phone"": ""+84231042535"", ""address"": ""Contact for detailed address information""}",4.6,1860,True
151,ASEAN 履单服务,fulfillment,"[6, 8]","{""website"": ""https://www.履单服务asiapacific.com"", ""email"": ""info@履单服务asiapacific.com"", ""phone"": ""+92983744433"", ""address"": ""Contact for detailed address information""}",4.5,3427,False
152,Laos Fulfillment,fulfillment,[8],"{""website"": ""https://www.la履单服务solutions-la.com"", ""email"": ""contact@la履单服务solutions-la.com"", ""phone"": ""+856279132910"", ""address"": ""Contact for detailed address information""}",4.5,1317,False
153,Cambodia Legal Partners,legal,[7],"{""website"": ""https://www.legalsolutionskh.com.kh"", ""email"": ""contact@legalsolutionskh.com.kh"", ""phone"": ""+855232856731"", ""address"": ""Contact for detailed address information""}",4.5,4682,False
154,BN IT服务 Solutions,it_services,[10],"{""website"": ""https://www.it服务brunei-bn.com"", ""email"": ""contact@it服务brunei-bn.com"", ""phone"": ""+673221102920"", ""address"": ""Contact for detailed address information""}",4.3,385,True
155,Vietnam 履单服务,fulfillment,[3],"{""website"": ""https://www.vietnam履单服务-vn.com"", ""email"": ""contact@vietnam履单服务-vn.com"", ""phone"": ""+84274109934"", ""address"": ""Contact for detailed address information""}",4.6,1700,True
156,保险服务 Malaysia,insurance,[4],"{""website"": ""https://www.my保险服务solutions.co.my"", ""email"": ""contact@my保险服务solutions.co.my"", ""phone"": ""+60245368372"", ""address"": ""Contact for detailed address information""}",4.7,1149,True
157,ClearFast MY,customs_clearance,[4],"{""website"": ""https://www.malaysiaimport/exportservices-my.com"", ""email"": ""contact@malaysiaimport/exportservices-my.com"", ""phone"": ""+60254099092"", ""address"": ""Contact for detailed address information""}",4.1,730,True
158,PT Indo Customs Clearance,customs_clearance,[8],"{""website"": ""https://www.ptindocustomsclearance-la.com"", ""email"": ""contact@ptindocustomsclearance-la.com"", ""phone"": ""+856211153971"", ""address"": ""Contact for detailed address information""}",4.0,923,False
159,MY Trade Solutions,customs_clearance,[4],"{""website"": ""https://www.mytradesolutions.co.my"", ""email"": ""contact@mytradesolutions.co.my"", ""phone"": ""+60296727500"", ""address"": ""Contact for detailed address information""}",4.1,626,False
160,ID Tax Consultants,accounting,[1],"{""website"": ""https://www.indonesiafinancialadvisors-id.com"", ""email"": ""contact@indonesiafinancialadvisors-id.com"", ""phone"": ""+62295887764"", ""address"": ""Contact for detailed address information""}",4.2,217,False
161,UPS,logistics,[9],"{""website"": ""https://www.myanmarfreightservices-mm.com"", ""email"": ""contact@myanmarfreightservices-mm.com"", ""phone"": ""+95259058531"", ""address"": ""Contact for detailed address information""}",4.4,893,False
162,Brunei Payment Gateway,payment_gateway,[10],"{""website"": ""https://www.bruneipaymentgateway-bn.com"", ""email"": ""contact@bruneipaymentgateway-bn.com"", ""phone"": ""+673285987634"", ""address"": ""Contact for detailed address information""}",4.8,2014,False
163,Accountants TH,accounting,[2],"{""website"": ""https://www.accountantsth-th.com"", ""email"": ""contact@accountantsth-th.com"", ""phone"": ""+66252237776"", ""address"": ""Contact for detailed address information""}",4.3,746,False
164,Malaysia 履单服务,fulfillment,[4],"{""website"": ""https://www.my履单服务solutions.co.my"", ""email"": ""contact@my履单服务solutions.co.my"", ""phone"": ""+60278793098"", ""address"": ""Contact for detailed address information""}",4.1,141,False
165,Magento Specialists,ecommerce_platform,"[1, 2, 3, 4, 5]","{""website"": ""https://www.magentospecialists.com"", ""email"": ""contact@magentospecialists.com"", ""phone"": ""+8553734347""}",4.4,9361,True
166,履单服务 Malaysia,fulfillment,[4],"{""website"": ""https://www.malaysia履单服务.com.my"", ""email"": ""contact@malaysia履单服务.com.my"", ""phone"": ""+60290609682"", ""address"": ""Contact for detailed address information""}",4.7,4373,True
167,履单服务 Asia Pacific,fulfillment,"[1, 2, 4, 5, 7, 8, 9, 10]","{""website"": ""https://www.worldwide履单服务.asia"", ""email"": ""info@worldwide履单服务.asia"", ""phone"": ""+24646984546"", ""address"": ""Contact for detailed address information""}",4.7,1676,True
168,支付网关 Asia Pacific,payment_gateway,"[1, 2, 3, 4, 6, 7, 8, 9, 10]","{""website"": ""https://www.grabpay.world"", ""email"": ""info@grabpay.world"", ""phone"": ""+76399920576"", ""address"": ""Contact for detailed address information""}",4.9,3077,True
169,VN Express Logistics,logistics,[3],"{""website"": ""https://www.vietnamcargosolutions.com.vn"", ""email"": ""contact@vietnamcargosolutions.com.vn"", ""phone"": ""+84278944197"", ""address"": ""Contact for detailed address information""}",4.9,1685,True
170,J&T Express,logistics,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","{""website"": ""https://www.j&texpress.com"", ""email"": ""contact@j&texpress.com"", ""phone"": ""+66916411841""}",4.0,8984,True
171,Singapore 履单服务,fulfillment,[5],"{""website"": ""https://www.singapore履单服务-sg.com"", ""email"": ""contact@singapore履单服务-sg.com"", ""phone"": ""+65240941799"", ""address"": ""Contact for detailed address information""}",4.8,1292,True
172,Indonesia Customs Broker,customs_clearance,[1],"{""website"": ""https://www.clearfastid-id.com"", ""email"": ""contact@clearfastid-id.com"", ""phone"": ""+62210462218"", ""address"": ""Contact for detailed address information""}",4.5,4533,False
173,SG 履单服务 Solutions,fulfillment,[5],"{""website"": ""https://www.sg履单服务solutions.co.sg"", ""email"": ""contact@sg履单服务solutions.co.sg"", ""phone"": ""+65283626523"", ""address"": ""Contact for detailed address information""}",4.1,319,True
174,Shopify Partners,ecommerce_platform,"[1, 4, 5, 6, 7, 8, 9, 10]","{""website"": ""https://www.asean电商平台.com"", ""email"": ""info@asean电商平台.com"", ""phone"": ""+44713780418"", ""address"": ""Contact for detailed address information""}",4.7,4621,True
175,保险服务 Cambodia,insurance,[7],"{""website"": ""https://www.kh保险服务solutions-kh.com"", ""email"": ""contact@kh保险服务solutions-kh.com"", ""phone"": ""+855235864904"", ""address"": ""Contact for detailed address information""}",4.2,986,False
176,Regional 履单服务 Solutions,fulfillment,"[4, 9]","{""website"": ""https://www.regional履单服务solutions.com"", ""email"": ""info@regional履单服务solutions.com"", ""phone"": ""+89677238777"", ""address"": ""Contact for detailed address information""}",4.4,144,True
177,Cambodia 履单服务,fulfillment,[7],"{""website"": ""https://www.cambodia履单服务-kh.com"", ""email"": ""contact@cambodia履单服务-kh.com"", ""phone"": ""+855241117282"", ""address"": ""Contact for detailed address information""}",4.2,963,True
178,电商平台 Thailand,ecommerce_platform,[2],"{""website"": ""https://www.thailandecommerceplatform.co.th"", ""email"": ""contact@thailandecommerceplatform.co.th"", ""phone"": ""+66294897626"", ""address"": ""Contact for detailed address information""}",4.8,3171,True
179,ASEAN 保险服务,insurance,"[4, 9]","{""website"": ""https://www.southeastasia保险服务.asia"", ""email"": ""info@southeastasia保险服务.asia"", ""phone"": ""+82808116226"", ""address"": ""Contact for detailed address information""}",4.6,560,True
180,BN 翻译服务 Solutions,translation,[10],"{""website"": ""https://www.bruneitranslation-bn.com"", ""email"": ""contact@bruneitranslation-bn.com"", ""phone"": ""+673290997380"", ""address"": ""Contact for detailed address information""}",4.0,312,False
181,International IT服务,it_services,"[2, 3, 4, 6, 10]","{""website"": ""https://www.it服务asiapacific.global"", ""email"": ""info@it服务asiapacific.global"", ""phone"": ""+77689558073"", ""address"": ""Contact for detailed address information""}",4.5,2961,True
182,咨询服务 Myanmar,consulting,[9],"{""website"": ""https://www.mm咨询服务solutions.com.mm"", ""email"": ""contact@mm咨询服务solutions.com.mm"", ""phone"": ""+95244325039"", ""address"": ""Contact for detailed address information""}",5.0,562,True
183,Shopify Partners,ecommerce_platform,"[1, 2, 3, 5, 6, 7, 8, 9, 10]","{""website"": ""https://www.magentospecialists.asia"", ""email"": ""info@magentospecialists.asia"", ""phone"": ""+37963098099"", ""address"": ""Contact for detailed address information""}",4.4,609,True
184,International 法律服务,legal,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","{""website"": ""https://www.southeastasia法律服务.com"", ""email"": ""info@southeastasia法律服务.com"", ""phone"": ""+78878767139"", ""address"": ""Contact for detailed address information""}",4.8,2502,True
185,Brunei 电商平台,ecommerce_platform,[10],"{""website"": ""https://www.brunei电商平台.com.bn"", ""email"": ""contact@brunei电商平台.com.bn"", ""phone"": ""+673266861509"", ""address"": ""Contact for detailed address information""}",4.6,1958,False
186,翻译服务 Asia Pacific,translation,"[1, 2, 3, 4, 6, 10]","{""website"": ""https://www.翻译服务network.com"", ""email"": ""info@翻译服务network.com"", ""phone"": ""+38211667620"", ""address"": ""Contact for detailed address information""}",4.4,543,True
187,Accountants MY,accounting,[4],"{""website"": ""https://www.accountantsmy.com.my"", ""email"": ""contact@accountantsmy.com.my"", ""phone"": ""+60234439679"", ""address"": ""Contact for detailed address information""}",4.4,782,False
188,Vietnam Ecommerce Platform,ecommerce_platform,[3],"{""website"": ""https://www.woocommerceexperts-vn.com"", ""email"": ""contact@woocommerceexperts-vn.com"", ""phone"": ""+84227541322"", ""address"": ""Contact for detailed address information""}",4.5,1450,False
189,KH Express Logistics,logistics,[7],"{""website"": ""https://www.khexpresslogistics.com.kh"", ""email"": ""contact@khexpresslogistics.com.kh"", ""phone"": ""+855288137527"", ""address"": ""Contact for detailed address information""}",4.5,3314,False
190,E-commerce Marketing Pro,marketing_agency,"[1, 2, 3, 4]","{""website"": ""https://www.e-commercemarketingpro.com"", ""email"": ""contact@e-commercemarketingpro.com"", ""phone"": ""+71466626276""}",4.6,5666,True
191,Thailand It Services,it_services,[2],"{""website"": ""https://www.thailandit服务.co.th"", ""email"": ""contact@thailandit服务.co.th"", ""phone"": ""+66273213032"", ""address"": ""Contact for detailed address information""}",4.7,2457,True
192,BN 咨询服务 Solutions,consulting,[10],"{""website"": ""https://www.咨询服务brunei-bn.com"", ""email"": ""contact@咨询服务brunei-bn.com"", ""phone"": ""+673215844064"", ""address"": ""Contact for detailed address information""}",4.7,4704,False
193,营销代理 Network,marketing_agency,"[2, 4, 7, 8, 10]","{""website"": ""https://www.regional营销代理solutions.asia"", ""email"": ""info@regional营销代理solutions.asia"", ""phone"": ""+35675237986"", ""address"": ""Contact for detailed address information""}",4.9,2445,True
194,Ninja Van,logistics,[7],"{""website"": ""https://www.ups.co.kh"", ""email"": ""contact@ups.co.kh"", ""phone"": ""+855217915026"", ""address"": ""Contact for detailed address information""}",4.7,4785,False
195,Worldwide 会计服务,accounting,"[2, 4, 5, 7, 9]","{""website"": ""https://www.global会计服务.world"", ""email"": ""info@global会计服务.world"", ""phone"": ""+22830089411"", ""address"": ""Contact for detailed address information""}",4.7,4338,True
196,SG Trade Solutions,customs_clearance,[5],"{""website"": ""https://www.singaporeimport/exportservices.co.sg"", ""email"": ""contact@singaporeimport/exportservices.co.sg"", ""phone"": ""+65268901053"", ""address"": ""Contact for detailed address information""}",4.3,473,True
197,International IT服务,it_services,"[1, 5, 6, 7, 8, 9, 10]","{""website"": ""https://www.globalit服务.asia"", ""email"": ""info@globalit服务.asia"", ""phone"": ""+83327035440"", ""address"": ""Contact for detailed address information""}",4.2,738,False
198,International 会计服务,accounting,"[5, 8]","{""website"": ""https://www.southeastasia会计服务.world"", ""email"": ""info@southeastasia会计服务.world"", ""phone"": ""+78855169879"", ""address"": ""Contact for detailed address information""}",4.4,414,True
199,Global 营销代理,marketing_agency,"[1, 2, 3, 7]","{""website"": ""https://www.asean营销代理.asia"", ""email"": ""info@asean营销代理.asia"", ""phone"": ""+67643206324"", ""address"": ""Contact for detailed address information""}",5.0,1828,True
200,Myanmar Ecommerce Platform,ecommerce_platform,[9],"{""website"": ""https://www.woocommerceexperts.com.mm"", ""email"": ""contact@woocommerceexperts.com.mm"", ""phone"": ""+95267400022"", ""address"": ""Contact for detailed address information""}",4.2,320,False
201,LA 翻译服务 Solutions,translation,[8],"{""website"": ""https://www.laos翻译服务-la.com"", ""email"": ""contact@laos翻译服务-la.com"", ""phone"": ""+856290642573"", ""address"": ""Contact for detailed address information""}",4.6,1002,True
202,International 翻译服务,translation,"[1, 4, 5, 10]","{""website"": ""https://www.worldwide翻译服务.com"", ""email"": ""info@worldwide翻译服务.com"", ""phone"": ""+26814006351"", ""address"": ""Contact for detailed address information""}",4.5,3176,True
203,Stripe,payment_gateway,[2],"{""website"": ""https://www.stripe-th.com"", ""email"": ""contact@stripe-th.com"", ""phone"": ""+66255280764"", ""address"": ""Contact for detailed address information""}",4.0,357,False
204,Stripe,payment_gateway,[5],"{""website"": ""https://www.stripe.com"", ""email"": ""contact@stripe.com"", ""phone"": ""+19688514778""}",4.8,9671,True
205,ClearFast ID,customs_clearance,[1],"{""website"": ""https://www.idtradesolutions.co.id"", ""email"": ""contact@idtradesolutions.co.id"", ""phone"": ""+62294933463"", ""address"": ""Contact for detailed address information""}",4.3,443,True
206,BN Trade Solutions,customs_clearance,[10],"{""website"": ""https://www.bruneicustomsbroker.co.bn"", ""email"": ""contact@bruneicustomsbroker.co.bn"", ""phone"": ""+673298888888"", ""address"": ""Contact for detailed address information""}",4.5,588,False
207,Southeast Asia Marketing Agency,marketing_agency,[10],"{""website"": ""https://www.bnsocialmediaagency.co.bn"", ""email"": ""contact@bnsocialmediaagency.co.bn"", ""phone"": ""+673291839944"", ""address"": ""Contact for detailed address information""}",4.5,3187,False
208,Vietnam Consulting,consulting,[3],"{""website"": ""https://www.咨询服务vietnam-vn.com"", ""email"": ""contact@咨询服务vietnam-vn.com"", ""phone"": ""+84235858052"", ""address"": ""Contact for detailed address information""}",4.6,3931,True
209,Southeast Asia 履单服务,fulfillment,"[5, 6, 7, 8, 10]","{""website"": ""https://www.worldwide履单服务.asia"", ""email"": ""info@worldwide履单服务.asia"", ""phone"": ""+82442219424"", ""address"": ""Contact for detailed address information""}",4.4,988,True
210,FedEx,logistics,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","{""website"": ""https://www.fedex.com"", ""email"": ""contact@fedex.com"", ""phone"": ""+95669910528""}",4.4,2470,True
211,Indonesia Marketing Hub,marketing_agency,[1],"{""website"": ""https://www.e-commercemarketingindonesia-id.com"", ""email"": ""contact@e-commercemarketingindonesia-id.com"", ""phone"": ""+62213364068"", ""address"": ""Contact for detailed address information""}",4.8,2333,False
212,电商平台 Asia Pacific,ecommerce_platform,"[5, 6, 9, 10]","{""website"": ""https://www.电商平台asiapacific.global"", ""email"": ""info@电商平台asiapacific.global"", ""phone"": ""+69318874686"", ""address"": ""Contact for detailed address information""}",4.4,146,True
213,Shopify Partners,ecommerce_platform,[5],"{""website"": ""https://www.singapore电商平台.co.sg"", ""email"": ""contact@singapore电商平台.co.sg"", ""phone"": ""+65288872507"", ""address"": ""Contact for detailed address information""}",4.5,1322,True
214,Singapore Cargo Solutions,logistics,[5],"{""website"": ""https://www.singaporecargosolutions.co.sg"", ""email"": ""contact@singaporecargosolutions.co.sg"", ""phone"": ""+65291288576"", ""address"": ""Contact for detailed address information""}",4.7,2803,False
215,2C2P,payment_gateway,"[1, 2, 3, 4, 5, 6]","{""website"": ""https://www.2c2p.com"", ""email"": ""contact@2c2p.com"", ""phone"": ""+20620291732""}",4.2,3309,True
216,KH Business Lawyers,legal,[7],"{""website"": ""https://www.khbusinesslawyers-kh.com"", ""email"": ""contact@khbusinesslawyers-kh.com"", ""phone"": ""+855225813704"", ""address"": ""Contact for detailed address information""}",4.6,4239,False
217,咨询服务 Network,consulting,"[1, 2, 3, 4, 5, 6, 7, 8, 9]","{""website"": ""https://www.global咨询服务.world"", ""email"": ""info@global咨询服务.world"", ""phone"": ""+14310219902"", ""address"": ""Contact for detailed address information""}",5.0,584,True
218,KH Trade Solutions,customs_clearance,[7],"{""website"": ""https://www.cambodiacustomsbroker-kh.com"", ""email"": ""contact@cambodiacustomsbroker-kh.com"", ""phone"": ""+855282328673"", ""address"": ""Contact for detailed address information""}",4.3,728,False
219,Thailand Freight Services,logistics,[2],"{""website"": ""https://www.thexpresslogistics.co.th"", ""email"": ""contact@thexpresslogistics.co.th"", ""phone"": ""+66213432018"", ""address"": ""Contact for detailed address information""}",4.6,1802,True
220,BN 翻译服务 Solutions,translation,[10],"{""website"": ""https://www.brunei翻译服务.com.bn"", ""email"": ""contact@brunei翻译服务.com.bn"", ""phone"": ""+673266932382"", ""address"": ""Contact for detailed address information""}",4.0,687,False
221,Philippines Marketing Hub,marketing_agency,[6],"{""website"": ""https://www.socialmediasolutions.co.ph"", ""email"": ""contact@socialmediasolutions.co.ph"", ""phone"": ""+63239509866"", ""address"": ""Contact for detailed address information""}",4.8,4168,False
222,2C2P,payment_gateway,[10],"{""website"": ""https://www.brunei支付网关.com.bn"", ""email"": ""contact@brunei支付网关.com.bn"", ""phone"": ""+673251627758"", ""address"": ""Contact for detailed address information""}",5.0,1151,True
223,Worldwide 物流服务,logistics,"[2, 3, 8]","{""website"": ""https://www.fedex.asia"", ""email"": ""info@fedex.asia"", ""phone"": ""+79821255185"", ""address"": ""Contact for detailed address information""}",4.2,760,True
224,支付网关 Thailand,payment_gateway,[2],"{""website"": ""https://www.th支付网关solutions.co.th"", ""email"": ""contact@th支付网关solutions.co.th"", ""phone"": ""+66227093051"", ""address"": ""Contact for detailed address information""}",4.9,2177,True
225,Vietnam Ecommerce Platform,ecommerce_platform,[3],"{""website"": ""https://www.woocommerceexperts.com.vn"", ""email"": ""contact@woocommerceexperts.com.vn"", ""phone"": ""+84230399441"", ""address"": ""Contact for detailed address information""}",4.7,2059,False
226,Accountants PH,accounting,[6],"{""website"": ""https://www.accountantsph.com.ph"", ""email"": ""contact@accountantsph.com.ph"", ""phone"": ""+63267953983"", ""address"": ""Contact for detailed address information""}",5.0,3959,True
227,International 翻译服务,translation,"[3, 5]","{""website"": ""https://www.southeastasia翻译服务.com"", ""email"": ""info@southeastasia翻译服务.com"", ""phone"": ""+44469891329"", ""address"": ""Contact for detailed address information""}",4.4,909,True
228,Brunei Ecommerce Platform,ecommerce_platform,[10],"{""website"": ""https://www.bruneiecommerceplatform.co.bn"", ""email"": ""contact@bruneiecommerceplatform.co.bn"", ""phone"": ""+673261102353"", ""address"": ""Contact for detailed address information""}",4.1,213,False
229,VN 支付网关 Solutions,payment_gateway,[3],"{""website"": ""https://www.molpay.co.vn"", ""email"": ""contact@molpay.co.vn"", ""phone"": ""+84294565817"", ""address"": ""Contact for detailed address information""}",4.2,340,False
230,翻译服务 Vietnam,translation,[3],"{""website"": ""https://www.vietnamtranslation.com.vn"", ""email"": ""contact@vietnamtranslation.com.vn"", ""phone"": ""+84275526505"", ""address"": ""Contact for detailed address information""}",4.5,4060,False
231,TH 保险服务 Solutions,insurance,[2],"{""website"": ""https://www.保险服务thailand.co.th"", ""email"": ""contact@保险服务thailand.co.th"", ""phone"": ""+66263526064"", ""address"": ""Contact for detailed address information""}",4.5,2974,True
232,Philippines Consulting,consulting,[6],"{""website"": ""https://www.philippines咨询服务-ph.com"", ""email"": ""contact@philippines咨询服务-ph.com"", ""phone"": ""+63259222311"", ""address"": ""Contact for detailed address information""}",4.8,3860,False
233,Cambodia Consulting,consulting,[7],"{""website"": ""https://www.咨询服务cambodia.com.kh"", ""email"": ""contact@咨询服务cambodia.com.kh"", ""phone"": ""+855236309475"", ""address"": ""Contact for detailed address information""}",4.9,3161,True
234,MM Trade Solutions,customs_clearance,[9],"{""website"": ""https://www.myanmarcustomsbroker.com.mm"", ""email"": ""contact@myanmarcustomsbroker.com.mm"", ""phone"": ""+95294019417"", ""address"": ""Contact for detailed address information""}",4.5,1929,False
235,Thai Customs Broker,customs_clearance,[2],"{""website"": ""https://www.thaicustomsbroker.com"", ""email"": ""contact@thaicustomsbroker.com"", ""phone"": ""+67960919539""}",4.2,2772,True
236,电商平台 Singapore,ecommerce_platform,[5],"{""website"": ""https://www.singapore电商平台-sg.com"", ""email"": ""contact@singapore电商平台-sg.com"", ""phone"": ""+65272217387"", ""address"": ""Contact for detailed address information""}",4.5,4046,True
237,Global 营销代理,marketing_agency,"[1, 6, 7, 8, 10]","{""website"": ""https://www.socialmediasolutions.com"", ""email"": ""info@socialmediasolutions.com"", ""phone"": ""+20188089361"", ""address"": ""Contact for detailed address information""}",4.3,540,False
238,支付网关 Asia Pacific,payment_gateway,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","{""website"": ""https://www.worldwide支付网关.asia"", ""email"": ""info@worldwide支付网关.asia"", ""phone"": ""+29736888360"", ""address"": ""Contact for detailed address information""}",4.1,204,False
