report_id,report_slug,report_title,report_data,parameters,generated_at,valid_until
377,sg-home-living-price-analysis-daily-205,新加坡主要品类价格监控报告,"{
  ""summary"": ""根据最新数据分析，SingaporeHome & Living市场在daily期间表现稳定。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""爬虫数据"",
  ""price_range"": {
    ""low"": 216,
    ""median"": 1866,
    ""high"": 7294
  },
  ""price_trend"": ""波动"",
  ""discount_frequency"": 33.9,
  ""competitive_pricing"": [
    ""捆绑销售"",
    ""会员优惠""
  ],
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""高"",
  ""data_points"": 76948
}","{""country_id"": 5, ""category_id"": 4, ""date"": ""2026-01-09"", ""report_type"": ""aggregated"", ""data_freshness"": ""daily""}",2023-10-25 12:23:14,2023-11-03 12:23:14
26,vn-toys-games-trend-forecast-weekly-671,周报越南消费趋势预测,"{
  ""summary"": ""根据最新数据分析，VietnamToys & Games市场在weekly期间表现良好。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""用户调研"",
  ""forecast_period"": ""2027年"",
  ""expected_growth"": 12.3,
  ""key_drivers"": [
    ""数字化"",
    ""消费升级"",
    ""技术创新""
  ],
  ""emerging_segments"": [
    ""社交电商"",
    ""直播购物"",
    ""跨境电商"",
    ""订阅服务""
  ],
  ""risk_factors"": [
    ""经济波动"",
    ""政策变化"",
    ""竞争加剧""
  ],
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""低"",
  ""data_points"": 254102
}","{""country_id"": 3, ""category_id"": 9, ""start_date"": ""2026-01-03"", ""end_date"": ""2026-01-10"", ""report_type"": ""aggregated"", ""data_freshness"": ""daily""}",2023-11-02 10:31:07,2023-11-16 10:31:07
30,my-food-beverages-platform-performance-weekly-331,马来西亚平台市场份额分析,"{
  ""summary"": ""根据最新数据分析，MalaysiaFood & Beverages市场在weekly期间表现良好。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""第三方数据"",
  ""key_metrics"": {
    ""用户数"": 22.9,
    ""客单价"": 2451,
    ""转化率"": 28.2,
    ""GMV"": 34.8,
    ""订单量"": 28.8
  },
  ""growth_comparison"": 38.6,
  ""user_engagement"": {
    ""daily_active_users"": 934732,
    ""session_duration"": 20,
    ""retention_rate"": 71.8
  },
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""中"",
  ""data_points"": 709617
}","{""country_id"": 4, ""category_id"": 5, ""start_date"": ""2026-01-03"", ""end_date"": ""2026-01-10"", ""report_type"": ""aggregated"", ""data_freshness"": ""real_time""}",2023-11-06 02:55:26,2023-11-11 02:55:26
165,kh-automotive-competitive-analysis-monthly-972,柬埔寨电商平台竞争分析报告,"{
  ""summary"": ""根据最新数据分析，CambodiaAutomotive市场在monthly期间表现强劲。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""平台API"",
  ""market_share"": {
    ""Tiki"": 7.6,
    ""Amazon"": 41.3,
    ""Lazada"": 28.5,
    ""Local Platforms"": 5.9,
    ""Shopee"": 25.2
  },
  ""competitive_advantage"": [
    ""价格优势"",
    ""物流网络"",
    ""用户基数""
  ],
  ""key_players"": [
    ""公司A"",
    ""公司E"",
    ""公司B"",
    ""公司D""
  ],
  ""competitive_intensity"": ""中"",
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""高"",
  ""data_points"": 467739
}","{""country_id"": 7, ""category_id"": 7, ""month"": ""2026-01"", ""report_type"": ""aggregated"", ""data_freshness"": ""real_time""}",2023-11-06 10:20:30,2023-11-22 10:20:30
205,sg-beauty-cosmetics-market-analysis-monthly-709,新加坡美妆护肤市场洞察报告,"{
  ""summary"": ""根据最新数据分析，SingaporeBeauty & Cosmetics市场在monthly期间表现平稳。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""平台API"",
  ""market_size"": 282672262,
  ""growth_rate"": 17.6,
  ""top_brands"": [
    ""Viva"",
    ""Mistine"",
    ""Maybelline""
  ],
  ""market_trends"": [
    ""便捷支付"",
    ""移动端优先"",
    ""本地化品牌""
  ],
  ""consumer_segments"": [
    ""年轻消费者"",
    ""中产阶级"",
    ""城市居民"",
    ""跨境消费者""
  ],
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""低"",
  ""data_points"": 118453
}","{""country_id"": 5, ""category_id"": 1, ""month"": ""2026-01"", ""report_type"": ""aggregated"", ""data_freshness"": ""weekly""}",2023-11-08 12:48:45,2023-11-21 12:48:45
176,ph-health-wellness-trend-forecast-monthly-991,菲律宾健康保健市场未来展望,"{
  ""summary"": ""根据最新数据分析，PhilippinesHealth & Wellness市场在monthly期间表现良好。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""爬虫数据"",
  ""forecast_period"": ""2027年"",
  ""expected_growth"": 21.8,
  ""key_drivers"": [
    ""数字化"",
    ""消费升级"",
    ""技术创新""
  ],
  ""emerging_segments"": [
    ""社交电商"",
    ""直播购物"",
    ""跨境电商""
  ],
  ""risk_factors"": [
    ""经济波动"",
    ""政策变化"",
    ""竞争加剧""
  ],
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""高"",
  ""data_points"": 348582
}","{""country_id"": 6, ""category_id"": 8, ""month"": ""2026-01"", ""report_type"": ""aggregated"", ""data_freshness"": ""real_time""}",2023-11-09 02:12:56,2023-11-12 02:12:56
500,th-books-stationery-trend-forecast-daily-979,泰国图书文具市场未来展望,"{
  ""summary"": ""根据最新数据分析，ThailandBooks & Stationery市场在daily期间表现强劲。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""爬虫数据"",
  ""forecast_period"": ""2027年"",
  ""expected_growth"": 11.5,
  ""key_drivers"": [
    ""政策支持"",
    ""消费升级"",
    ""数字化""
  ],
  ""emerging_segments"": [
    ""社交电商"",
    ""直播购物"",
    ""跨境电商"",
    ""订阅服务""
  ],
  ""risk_factors"": [
    ""经济波动"",
    ""政策变化""
  ],
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""低"",
  ""data_points"": 89897
}","{""country_id"": 2, ""category_id"": 10, ""date"": ""2026-01-09"", ""report_type"": ""aggregated"", ""data_freshness"": ""daily""}",2023-11-10 03:11:16,2023-11-16 03:11:16
37,th-all-platform-performance-monthly-884,月报泰国主要电商平台对比,"{
  ""summary"": ""根据最新数据分析，ThailandGeneral市场在monthly期间表现良好。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""用户调研"",
  ""key_metrics"": {
    ""转化率"": 39.0,
    ""GMV"": 36.3,
    ""客单价"": 2184,
    ""订单量"": 8.1
  },
  ""growth_comparison"": -7.4,
  ""user_engagement"": {
    ""daily_active_users"": 533139,
    ""session_duration"": 6,
    ""retention_rate"": 20.4
  },
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""中"",
  ""data_points"": 873401
}","{""country_id"": 2, ""month"": ""2026-01"", ""report_type"": ""aggregated"", ""data_freshness"": ""weekly""}",2023-11-10 04:22:42,2023-11-14 04:22:42
280,my-toys-games-logistics-report-quarterly-343,马来西亚物流成本分析报告,"{
  ""summary"": ""根据最新数据分析，MalaysiaToys & Games市场在quarterly期间表现平稳。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""平台API"",
  ""average_delivery_time"": 7,
  ""delivery_success_rate"": 92.3,
  ""logistics_cost"": 9.5,
  ""top_providers"": [
    ""Local Courier"",
    ""FedEx"",
    ""Kerry""
  ],
  ""challenges"": [
    ""时效性"",
    ""成本控制"",
    ""最后一公里""
  ],
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""中"",
  ""data_points"": 741890
}","{""country_id"": 4, ""category_id"": 9, ""quarter"": ""Q1"", ""year"": 2026, ""report_type"": ""aggregated"", ""data_freshness"": ""daily""}",2023-11-10 09:35:29,2023-12-11 09:35:29
211,id-fashion-trend-forecast-quarterly-591,季报印尼消费趋势预测,"{
  ""summary"": ""根据最新数据分析，IndonesiaFashion市场在quarterly期间表现平稳。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""爬虫数据"",
  ""forecast_period"": ""2027年"",
  ""expected_growth"": 19.9,
  ""key_drivers"": [
    ""政策支持"",
    ""数字化"",
    ""技术创新""
  ],
  ""emerging_segments"": [
    ""社交电商"",
    ""直播购物"",
    ""跨境电商"",
    ""订阅服务""
  ],
  ""risk_factors"": [
    ""经济波动"",
    ""政策变化"",
    ""竞争加剧""
  ],
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""高"",
  ""data_points"": 29534
}","{""country_id"": 1, ""category_id"": 2, ""quarter"": ""Q1"", ""year"": 2026, ""report_type"": ""aggregated"", ""data_freshness"": ""real_time""}",2023-11-11 16:29:42,2023-12-13 16:29:42
425,ph-food-beverages-price-analysis-quarterly-859,季报食品饮料价格竞争分析,"{
  ""summary"": ""根据最新数据分析，PhilippinesFood & Beverages市场在quarterly期间表现强劲。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""用户调研"",
  ""price_range"": {
    ""low"": 399,
    ""median"": 1568,
    ""high"": 8765
  },
  ""price_trend"": ""稳定"",
  ""discount_frequency"": 42.1,
  ""competitive_pricing"": [
    ""捆绑销售"",
    ""会员优惠""
  ],
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""高"",
  ""data_points"": 652677
}","{""country_id"": 6, ""category_id"": 5, ""quarter"": ""Q1"", ""year"": 2026, ""report_type"": ""aggregated"", ""data_freshness"": ""weekly""}",2023-11-13 03:36:13,2023-11-16 03:36:13
157,mm-toys-games-platform-performance-yearly-681,缅甸电商平台表现报告年报,"{
  ""summary"": ""根据最新数据分析，MyanmarToys & Games市场在yearly期间表现强劲。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""爬虫数据"",
  ""key_metrics"": {
    ""GMV"": 13.5,
    ""转化率"": 30.2,
    ""订单量"": 26.0,
    ""用户数"": 31.7,
    ""客单价"": 3093
  },
  ""growth_comparison"": 38.0,
  ""user_engagement"": {
    ""daily_active_users"": 995937,
    ""session_duration"": 26,
    ""retention_rate"": 69.4
  },
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""中"",
  ""data_points"": 111545
}","{""country_id"": 9, ""category_id"": 9, ""year"": 2026, ""report_type"": ""aggregated"", ""data_freshness"": ""weekly""}",2023-11-17 11:40:56,2023-12-03 11:40:56
474,sg-health-wellness-price-analysis-daily-112,新加坡主要品类价格监控报告,"{
  ""summary"": ""根据最新数据分析，SingaporeHealth & Wellness市场在daily期间表现平稳。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""用户调研"",
  ""price_range"": {
    ""low"": 150,
    ""median"": 1983,
    ""high"": 6003
  },
  ""price_trend"": ""上涨"",
  ""discount_frequency"": 33.6,
  ""competitive_pricing"": [
    ""会员优惠"",
    ""价格战""
  ],
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""低"",
  ""data_points"": 678503
}","{""country_id"": 5, ""category_id"": 8, ""date"": ""2026-01-09"", ""report_type"": ""aggregated"", ""data_freshness"": ""daily""}",2023-11-20 02:38:01,2023-11-25 02:38:01
429,la-sports-outdoors-logistics-report-monthly-260,老挝跨境物流效率报告,"{
  ""summary"": ""根据最新数据分析，LaosSports & Outdoors市场在monthly期间表现强劲。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""用户调研"",
  ""average_delivery_time"": 10,
  ""delivery_success_rate"": 91.5,
  ""logistics_cost"": 19.0,
  ""top_providers"": [
    ""J&T"",
    ""Local Courier"",
    ""FedEx""
  ],
  ""challenges"": [
    ""跨境清关"",
    ""时效性"",
    ""成本控制""
  ],
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""中"",
  ""data_points"": 210287
}","{""country_id"": 8, ""category_id"": 6, ""month"": ""2026-01"", ""report_type"": ""aggregated"", ""data_freshness"": ""weekly""}",2023-11-20 09:59:40,2023-12-03 09:59:40
263,ph-toys-games-market-analysis-quarterly-181,菲律宾玩具游戏市场洞察报告,"{
  ""summary"": ""根据最新数据分析，PhilippinesToys & Games市场在quarterly期间表现良好。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""用户调研"",
  ""market_size"": 136049057,
  ""growth_rate"": 23.0,
  ""top_brands"": [
    ""品牌A"",
    ""品牌B"",
    ""品牌C""
  ],
  ""market_trends"": [
    ""本地化品牌"",
    ""直播带货"",
    ""线上购物增长""
  ],
  ""consumer_segments"": [
    ""年轻消费者"",
    ""中产阶级"",
    ""城市居民""
  ],
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""低"",
  ""data_points"": 865420
}","{""country_id"": 6, ""category_id"": 9, ""quarter"": ""Q1"", ""year"": 2026, ""report_type"": ""aggregated"", ""data_freshness"": ""weekly""}",2023-11-22 09:04:36,2023-12-08 09:04:36
156,bn-fashion-price-analysis-yearly-725,文莱时尚服饰价格趋势分析,"{
  ""summary"": ""根据最新数据分析，BruneiFashion市场在yearly期间表现平稳。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""爬虫数据"",
  ""price_range"": {
    ""low"": 399,
    ""median"": 805,
    ""high"": 2523
  },
  ""price_trend"": ""下降"",
  ""discount_frequency"": 43.7,
  ""competitive_pricing"": [
    ""差异化"",
    ""捆绑销售""
  ],
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""低"",
  ""data_points"": 758248
}","{""country_id"": 10, ""category_id"": 2, ""year"": 2026, ""report_type"": ""aggregated"", ""data_freshness"": ""daily""}",2023-11-25 11:57:20,2023-12-11 11:57:20
327,la-fashion-market-analysis-quarterly-105,老挝时尚服饰市场季报分析报告,"{
  ""summary"": ""根据最新数据分析，LaosFashion市场在quarterly期间表现稳定。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""平台API"",
  ""market_size"": 322256990,
  ""growth_rate"": 7.3,
  ""top_brands"": [
    ""Gucci"",
    ""H&M"",
    ""Local Brands""
  ],
  ""market_trends"": [
    ""社交媒体影响"",
    ""线上购物增长"",
    ""跨境电商""
  ],
  ""consumer_segments"": [
    ""年轻消费者"",
    ""中产阶级""
  ],
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""中"",
  ""data_points"": 155341
}","{""country_id"": 8, ""category_id"": 2, ""quarter"": ""Q1"", ""year"": 2026, ""report_type"": ""aggregated"", ""data_freshness"": ""daily""}",2023-11-26 13:09:37,2023-12-11 13:09:37
374,my-health-wellness-platform-performance-monthly-515,马来西亚电商平台表现报告月报,"{
  ""summary"": ""根据最新数据分析，MalaysiaHealth & Wellness市场在monthly期间表现强劲。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""第三方数据"",
  ""key_metrics"": {
    ""用户数"": 21.1,
    ""转化率"": 5.5,
    ""GMV"": 24.7
  },
  ""growth_comparison"": 2.9,
  ""user_engagement"": {
    ""daily_active_users"": 529546,
    ""session_duration"": 22,
    ""retention_rate"": 47.7
  },
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""高"",
  ""data_points"": 768628
}","{""country_id"": 4, ""category_id"": 8, ""month"": ""2026-01"", ""report_type"": ""aggregated"", ""data_freshness"": ""weekly""}",2023-12-01 03:05:29,2023-12-10 03:05:29
188,sg-beauty-cosmetics-consumer-insights-quarterly-430,美妆护肤消费者洞察报告季报,"{
  ""summary"": ""根据最新数据分析，SingaporeBeauty & Cosmetics市场在quarterly期间表现稳定。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""平台API"",
  ""average_order_value"": 962,
  ""purchase_frequency"": 9.0,
  ""top_preferences"": [
    ""品质优先"",
    ""价格敏感"",
    ""品牌忠诚""
  ],
  ""demographics"": {
    ""age_groups"": [
      ""18-25"",
      ""26-35"",
      ""36-45""
    ],
    ""gender_ratio"": {
      ""male"": 47,
      ""female"": 46
    },
    ""urban_rural"": ""城市为主""
  },
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""中"",
  ""data_points"": 490430
}","{""country_id"": 5, ""category_id"": 1, ""quarter"": ""Q1"", ""year"": 2026, ""report_type"": ""aggregated"", ""data_freshness"": ""real_time""}",2023-12-04 14:58:52,2024-01-05 14:58:52
162,ph-all-platform-performance-monthly-685,菲律宾电商平台表现报告月报,"{
  ""summary"": ""根据最新数据分析，PhilippinesGeneral市场在monthly期间表现稳定。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""用户调研"",
  ""key_metrics"": {
    ""客单价"": 4804,
    ""用户数"": 26.5,
    ""订单量"": 22.5
  },
  ""growth_comparison"": 35.2,
  ""user_engagement"": {
    ""daily_active_users"": 714822,
    ""session_duration"": 30,
    ""retention_rate"": 63.8
  },
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""低"",
  ""data_points"": 30119
}","{""country_id"": 6, ""month"": ""2026-01"", ""report_type"": ""aggregated"", ""data_freshness"": ""real_time""}",2023-12-04 15:04:03,2024-01-02 15:04:03
294,ph-sports-outdoors-logistics-report-yearly-694,年报菲律宾物流表现分析,"{
  ""summary"": ""根据最新数据分析，PhilippinesSports & Outdoors市场在yearly期间表现平稳。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""第三方数据"",
  ""average_delivery_time"": 8,
  ""delivery_success_rate"": 88.6,
  ""logistics_cost"": 14.4,
  ""top_providers"": [
    ""Kerry"",
    ""Local Courier"",
    ""J&T""
  ],
  ""challenges"": [
    ""时效性"",
    ""最后一公里"",
    ""跨境清关""
  ],
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""低"",
  ""data_points"": 806630
}","{""country_id"": 6, ""category_id"": 6, ""year"": 2026, ""report_type"": ""aggregated"", ""data_freshness"": ""daily""}",2023-12-12 08:50:54,2024-01-13 08:50:54
191,id-electronics-market-analysis-weekly-203,印尼电子产品市场周报分析报告,"{
  ""summary"": ""根据最新数据分析，IndonesiaElectronics市场在weekly期间表现稳定。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""用户调研"",
  ""market_size"": 828950613,
  ""growth_rate"": 9.2,
  ""top_brands"": [
    ""Apple"",
    ""Samsung"",
    ""OPPO""
  ],
  ""market_trends"": [
    ""跨境电商"",
    ""社交媒体影响"",
    ""本地化品牌""
  ],
  ""consumer_segments"": [
    ""年轻消费者"",
    ""中产阶级""
  ],
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""高"",
  ""data_points"": 353322
}","{""country_id"": 1, ""category_id"": 3, ""start_date"": ""2026-01-03"", ""end_date"": ""2026-01-10"", ""report_type"": ""aggregated"", ""data_freshness"": ""real_time""}",2023-12-12 11:30:16,2024-01-11 11:30:16
308,my-toys-games-platform-performance-quarterly-932,马来西亚平台市场份额分析,"{
  ""summary"": ""根据最新数据分析，MalaysiaToys & Games市场在quarterly期间表现平稳。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""爬虫数据"",
  ""key_metrics"": {
    ""客单价"": 2846,
    ""订单量"": 27.8,
    ""转化率"": 44.2,
    ""用户数"": 8.5
  },
  ""growth_comparison"": 7.4,
  ""user_engagement"": {
    ""daily_active_users"": 33081,
    ""session_duration"": 9,
    ""retention_rate"": 67.5
  },
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""中"",
  ""data_points"": 771085
}","{""country_id"": 4, ""category_id"": 9, ""quarter"": ""Q1"", ""year"": 2026, ""report_type"": ""aggregated"", ""data_freshness"": ""weekly""}",2023-12-13 13:12:42,2023-12-26 13:12:42
449,kh-automotive-price-analysis-monthly-743,柬埔寨汽车用品价格趋势分析,"{
  ""summary"": ""根据最新数据分析，CambodiaAutomotive市场在monthly期间表现强劲。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""用户调研"",
  ""price_range"": {
    ""low"": 321,
    ""median"": 866,
    ""high"": 6191
  },
  ""price_trend"": ""下降"",
  ""discount_frequency"": 42.7,
  ""competitive_pricing"": [
    ""会员优惠"",
    ""价格战""
  ],
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""低"",
  ""data_points"": 321865
}","{""country_id"": 7, ""category_id"": 7, ""month"": ""2026-01"", ""report_type"": ""aggregated"", ""data_freshness"": ""real_time""}",2023-12-18 02:43:35,2023-12-24 02:43:35
365,sg-beauty-cosmetics-platform-performance-yearly-103,年报新加坡主要电商平台对比,"{
  ""summary"": ""根据最新数据分析，SingaporeBeauty & Cosmetics市场在yearly期间表现平稳。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""平台API"",
  ""key_metrics"": {
    ""GMV"": 49.3,
    ""客单价"": 4203,
    ""转化率"": 27.1,
    ""订单量"": 18.4,
    ""用户数"": 14.1
  },
  ""growth_comparison"": 38.9,
  ""user_engagement"": {
    ""daily_active_users"": 293049,
    ""session_duration"": 7,
    ""retention_rate"": 26.4
  },
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""低"",
  ""data_points"": 20098
}","{""country_id"": 5, ""category_id"": 1, ""year"": 2026, ""report_type"": ""aggregated"", ""data_freshness"": ""weekly""}",2023-12-18 09:20:04,2024-01-16 09:20:04
233,sg-home-living-trend-forecast-quarterly-583,季报新加坡消费趋势预测,"{
  ""summary"": ""根据最新数据分析，SingaporeHome & Living市场在quarterly期间表现良好。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""用户调研"",
  ""forecast_period"": ""2027年"",
  ""expected_growth"": 10.8,
  ""key_drivers"": [
    ""政策支持"",
    ""技术创新"",
    ""数字化""
  ],
  ""emerging_segments"": [
    ""社交电商"",
    ""直播购物"",
    ""跨境电商"",
    ""订阅服务""
  ],
  ""risk_factors"": [
    ""经济波动"",
    ""政策变化""
  ],
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""高"",
  ""data_points"": 881398
}","{""country_id"": 5, ""category_id"": 4, ""quarter"": ""Q1"", ""year"": 2026, ""report_type"": ""aggregated"", ""data_freshness"": ""weekly""}",2023-12-19 01:32:43,2023-12-28 01:32:43
58,kh-food-beverages-trend-forecast-daily-558,日报柬埔寨消费趋势预测,"{
  ""summary"": ""根据最新数据分析，CambodiaFood & Beverages市场在daily期间表现稳定。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""第三方数据"",
  ""forecast_period"": ""2027年"",
  ""expected_growth"": 25.0,
  ""key_drivers"": [
    ""技术创新"",
    ""消费升级"",
    ""数字化""
  ],
  ""emerging_segments"": [
    ""社交电商"",
    ""直播购物""
  ],
  ""risk_factors"": [
    ""经济波动""
  ],
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""中"",
  ""data_points"": 15617
}","{""country_id"": 7, ""category_id"": 5, ""date"": ""2026-01-09"", ""report_type"": ""aggregated"", ""data_freshness"": ""real_time""}",2023-12-22 04:17:16,2023-12-31 04:17:16
404,my-home-living-consumer-insights-quarterly-239,马来西亚家居生活消费者行为分析,"{
  ""summary"": ""根据最新数据分析，MalaysiaHome & Living市场在quarterly期间表现良好。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""用户调研"",
  ""average_order_value"": 320,
  ""purchase_frequency"": 2.6,
  ""top_preferences"": [
    ""品牌忠诚"",
    ""便捷性"",
    ""品质优先""
  ],
  ""demographics"": {
    ""age_groups"": [
      ""18-25"",
      ""26-35""
    ],
    ""gender_ratio"": {
      ""male"": 70,
      ""female"": 68
    },
    ""urban_rural"": ""城乡均衡""
  },
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""低"",
  ""data_points"": 235126
}","{""country_id"": 4, ""category_id"": 4, ""quarter"": ""Q1"", ""year"": 2026, ""report_type"": ""aggregated"", ""data_freshness"": ""real_time""}",2023-12-22 08:00:37,2024-01-20 08:00:37
89,my-health-wellness-trend-forecast-monthly-528,马来西亚健康保健月报趋势预测报告,"{
  ""summary"": ""根据最新数据分析，MalaysiaHealth & Wellness市场在monthly期间表现稳定。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""第三方数据"",
  ""forecast_period"": ""2027年"",
  ""expected_growth"": 12.3,
  ""key_drivers"": [
    ""技术创新"",
    ""消费升级"",
    ""数字化""
  ],
  ""emerging_segments"": [
    ""社交电商"",
    ""直播购物"",
    ""跨境电商""
  ],
  ""risk_factors"": [
    ""经济波动""
  ],
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""高"",
  ""data_points"": 606897
}","{""country_id"": 4, ""category_id"": 8, ""month"": ""2026-01"", ""report_type"": ""aggregated"", ""data_freshness"": ""real_time""}",2023-12-23 17:01:11,2024-01-23 17:01:11
272,la-home-living-competitive-analysis-monthly-165,老挝家居生活主要玩家分析,"{
  ""summary"": ""根据最新数据分析，LaosHome & Living市场在monthly期间表现稳定。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""第三方数据"",
  ""market_share"": {
    ""Tiki"": 14.0,
    ""Local Platforms"": 29.9,
    ""Lazada"": 37.1,
    ""Amazon"": 14.6,
    ""Shopee"": 38.1
  },
  ""competitive_advantage"": [
    ""价格优势"",
    ""物流网络"",
    ""品牌合作""
  ],
  ""key_players"": [
    ""公司D"",
    ""公司B"",
    ""公司E"",
    ""公司C""
  ],
  ""competitive_intensity"": ""高"",
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""中"",
  ""data_points"": 796535
}","{""country_id"": 8, ""category_id"": 4, ""month"": ""2026-01"", ""report_type"": ""aggregated"", ""data_freshness"": ""real_time""}",2023-12-24 15:16:35,2024-01-23 15:16:35
36,ph-books-stationery-logistics-report-yearly-806,年报菲律宾物流表现分析,"{
  ""summary"": ""根据最新数据分析，PhilippinesBooks & Stationery市场在yearly期间表现稳定。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""爬虫数据"",
  ""average_delivery_time"": 6,
  ""delivery_success_rate"": 87.0,
  ""logistics_cost"": 14.0,
  ""top_providers"": [
    ""Kerry"",
    ""J&T"",
    ""FedEx""
  ],
  ""challenges"": [
    ""最后一公里"",
    ""成本控制"",
    ""时效性""
  ],
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""中"",
  ""data_points"": 400039
}","{""country_id"": 6, ""category_id"": 10, ""year"": 2026, ""report_type"": ""aggregated"", ""data_freshness"": ""real_time""}",2024-01-02 01:12:47,2024-01-10 01:12:47
66,my-health-wellness-competitive-analysis-quarterly-460,马来西亚健康保健竞争格局分析,"{
  ""summary"": ""根据最新数据分析，MalaysiaHealth & Wellness市场在quarterly期间表现平稳。"",
  ""generated_at"": ""2026-01-10 16:19:14"",
  ""data_source"": ""用户调研"",
  ""market_share"": {
    ""Lazada"": 10.2,
    ""Amazon"": 27.0,
    ""Local Platforms"": 27.8,
    ""Tiki"": 24.0,
    ""Shopee"": 20.5
  },
  ""competitive_advantage"": [
    ""用户基数"",
    ""品牌合作"",
    ""物流网络""
  ],
  ""key_players"": [
    ""公司E"",
    ""公司B"",
    ""公司D"",
    ""公司C""
  ],
  ""competitive_intensity"": ""高"",
  ""last_updated"": ""2026-01-10"",
  ""confidence_level"": ""高"",
  ""data_points"": 813070
}","{""country_id"": 4, ""category_id"": 8, ""quarter"": ""Q1"", ""year"": 2026, ""report_type"": ""aggregated"", ""data_freshness"": ""weekly""}",2024-01-04 16:00:12,2024-02-02 16:00:12
