indicator_id,country_id,year,quarter,indicator_type,indicator_value,unit,data_source,last_updated
396,2,2016,,ecommerce_gmv,2500000000.0,USD,Bain & Company,2017-06-07
397,8,2009,,gdp,5700000000.0,USD,World Bank,2010-06-01
398,5,2020,,ecommerce_gmv,2200000000.0,USD,Google-Temasek,2021-04-20
399,3,2009,,gdp_per_capita,1106,USD,World Bank,2010-04-10
400,3,2014,,gdp_per_capita,1395,USD,ADB,2015-05-12
401,8,2025,1,import_growth,15.5,percent,UNCTAD,2025-04-27
402,4,2021,,internet_penetration,281.4,percent,WeAreSocial,2022-04-11
403,5,2024,,gdp,514800000000.0,USD,ADB,2025-04-12
404,8,2021,4,fdi_inflow,309400000.0,USD,ASEAN Secretariat,2022-01-21
405,4,2020,2,export_growth,-5.6,percent,UNCTAD,2020-08-20
406,8,2008,,population,6200000.0,people,UN Population Division,2009-04-01
407,7,2020,2,inflation,2.3,percent,World Bank,2020-09-02
408,1,2024,1,retail_sales_growth,17.5,percent,Statista,2024-05-18
409,3,2015,,ecommerce_gmv,1100000000.0,USD,Google-Temasek,2016-03-31
410,7,2021,4,inflation,4.6,percent,World Bank,2022-02-20
411,9,2020,2,fdi_inflow,639100000.0,USD,UNCTAD,2020-09-03
412,9,2012,,gdp,40000000000.0,USD,ADB,2013-06-16
413,9,2020,1,retail_sales_growth,5.0,percent,ASEANstats,2020-05-06
414,6,2011,,gdp,204500000000.0,USD,National Statistics,2012-06-17
415,5,2020,,gdp_growth,3.4,percent,IMF,2021-04-04
416,6,2024,,internet_penetration,47.9,percent,GSMA,2025-05-09
417,4,2010,,population,27800000.0,people,National Statistical Office,2011-03-31
418,3,2025,,ecommerce_gmv,10900000000.0,USD,e-Conomy SEA,2026-06-03
419,9,2012,,ecommerce_gmv,5500000.0,USD,Google-Temasek,2013-06-14
420,8,2024,,gdp_per_capita,1693,USD,ADB,2025-04-12
421,8,2024,4,import_growth,5.2,percent,World Bank,2025-02-25
422,3,2016,,population,93100000.0,people,UN Population Division,2017-05-29
423,5,2023,3,export_growth,13.8,percent,World Bank,2023-11-15
424,2,2025,4,gdp_growth,9.4,percent,World Bank,2026-01-28
425,8,2024,,gdp,9000000000.0,USD,ADB,2025-06-22
426,4,2021,1,inflation,5.1,percent,IMF,2021-05-08
427,9,2025,4,inflation,5.9,percent,IMF,2026-01-21
428,6,2023,,gdp_growth,7.0,percent,ADB,2024-04-28
429,2,2022,,population,80300000.0,people,National Statistical Office,2023-06-04
430,6,2022,,internet_penetration,65.1,percent,WeAreSocial,2023-05-03
431,4,2023,,gdp,576100000000.0,USD,IMF,2024-05-16
432,7,2011,,gdp_growth,4.5,percent,IMF,2012-05-01
433,1,2015,,gdp_growth,7.2,percent,IMF,2016-05-19
434,10,2022,3,import_growth,12.1,percent,World Bank,2022-11-18
435,10,2019,,internet_penetration,112.2,percent,WeAreSocial,2020-06-15
436,2,2008,,population,66000000.0,people,National Statistical Office,2009-06-16
437,8,2020,4,export_growth,4.4,percent,UNCTAD,2021-02-17
438,4,2025,2,gdp_growth,10.2,percent,World Bank,2025-09-03
439,1,2019,,gdp_growth,5.9,percent,IMF,2020-05-04
440,6,2020,,gdp_per_capita,2398,USD,IMF,2021-04-06
441,2,2021,1,import_growth,9.7,percent,UNCTAD,2021-05-21
442,6,2025,2,import_growth,-4.0,percent,World Bank,2025-08-29
443,2,2019,,gdp_per_capita,7497,USD,IMF,2020-06-24
444,9,2010,,population,52100000.0,people,World Bank,2011-04-19
445,8,2023,,ecommerce_gmv,61700000.0,USD,Statista,2024-06-10
446,2,2020,2,gdp_growth,2.7,percent,IMF,2020-09-06
447,6,2017,,ecommerce_gmv,765400000.0,USD,Google-Temasek,2018-03-31
448,5,2020,1,export_growth,-6.4,percent,World Bank,2020-05-15
449,7,2021,4,import_growth,10.5,percent,UNCTAD,2022-02-11
450,7,2010,,internet_penetration,1.5,percent,Internet World Stats,2011-04-09
451,8,2015,,gdp_growth,5.8,percent,IMF,2016-05-02
452,3,2020,3,inflation,2.6,percent,World Bank,2020-12-03
453,9,2024,3,export_growth,25.6,percent,UNCTAD,2024-11-07
454,7,2011,,gdp_per_capita,775,USD,ADB,2012-04-24
455,1,2025,2,consumer_confidence,76,index,National Statistics,2025-08-03
456,2,2025,2,fdi_inflow,21000000000.0,USD,OECD,2025-09-13
457,10,2023,,gdp,24300000000.0,USD,ADB,2024-04-05
458,6,2023,1,retail_sales_growth,18.3,percent,National Statistics,2023-06-10
459,2,2020,,gdp_per_capita,5234,USD,IMF,2021-04-13
460,1,2024,1,import_growth,-5.9,percent,WTO,2024-05-31
461,9,2022,,gdp,53400000000.0,USD,National Statistics,2023-05-05
462,6,2014,,gdp_growth,7.0,percent,IMF,2015-06-13
463,6,2022,,gdp_per_capita,2569,USD,World Bank,2023-03-31
464,6,2025,,gdp_per_capita,3116,USD,IMF,2026-05-06
465,6,2025,1,retail_sales_growth,3.5,percent,Statista,2025-04-15
466,3,2020,1,import_growth,-4.8,percent,UNCTAD,2020-06-08
467,1,2016,,gdp_growth,4.8,percent,IMF,2017-06-14
468,2,2019,,gdp,399600000000.0,USD,ADB,2020-05-06
469,5,2015,,gdp,285400000000.0,USD,World Bank,2016-04-06
470,2,2022,2,import_growth,15.7,percent,WTO,2022-08-11
471,3,2025,2,inflation,7.0,percent,National Bank,2025-08-05
472,1,2021,1,export_growth,14.1,percent,WTO,2021-04-27
473,2,2025,3,gdp_growth,3.4,percent,ADB,2025-10-25
474,9,2008,,ecommerce_gmv,2000000.0,USD,e-Conomy SEA,2009-03-31
475,5,2020,2,inflation,3.1,percent,IMF,2020-08-04
476,3,2022,,ecommerce_gmv,7500000000.0,USD,Google-Temasek,2023-04-07
477,9,2023,,gdp_per_capita,1323,USD,IMF,2024-04-01
478,7,2023,1,export_growth,23.1,percent,UNCTAD,2023-05-09
479,4,2017,,population,32700000.0,people,National Statistical Office,2018-04-02
480,2,2024,3,export_growth,-1.2,percent,World Bank,2024-11-01
481,1,2009,,internet_penetration,11.5,percent,Internet World Stats,2010-04-30
482,2,2023,3,retail_sales_growth,5.4,percent,Statista,2023-11-10
483,3,2012,,internet_penetration,32.9,percent,ITU,2013-05-12
484,5,2022,,internet_penetration,155.7,percent,WeAreSocial,2023-04-21
485,1,2023,2,export_growth,-5.4,percent,UNCTAD,2023-08-24
486,4,2024,4,import_growth,13.4,percent,UNCTAD,2025-01-15
487,9,2024,4,consumer_confidence,149,index,Nielsen,2025-02-17
488,3,2020,,ecommerce_gmv,4500000000.0,USD,Google-Temasek,2021-06-09
489,3,2019,,internet_penetration,83.7,percent,ITU,2020-04-16
490,5,2019,,internet_penetration,285.8,percent,Internet World Stats,2020-06-09
491,9,2009,,gdp_per_capita,735,USD,World Bank,2010-06-17
492,9,2021,2,inflation,4.8,percent,World Bank,2021-07-22
493,2,2024,,gdp_growth,8.0,percent,IMF,2025-06-24
494,4,2021,1,gdp_growth,6.1,percent,IMF,2021-05-04
495,9,2012,,gdp_per_capita,829,USD,ADB,2013-05-28
496,2,2023,1,gdp_growth,7.4,percent,IMF,2023-05-09
497,3,2024,1,fdi_inflow,8100000000.0,USD,UNCTAD,2024-05-04
498,10,2025,2,export_growth,-0.4,percent,UNCTAD,2025-07-18
499,10,2016,,gdp_growth,5.8,percent,World Bank,2017-06-01
500,3,2023,1,retail_sales_growth,6.0,percent,Euromonitor,2023-04-23
501,4,2023,2,gdp_growth,10.2,percent,IMF,2023-07-21
502,6,2018,,gdp_per_capita,2423,USD,World Bank,2019-05-31
503,1,2012,,ecommerce_gmv,3100000000.0,USD,Google-Temasek,2013-06-06
504,5,2025,,gdp_growth,6.9,percent,IMF,2026-04-11
505,3,2023,1,gdp_growth,3.0,percent,World Bank,2023-04-21
506,7,2015,,gdp_per_capita,982,USD,IMF,2016-05-20
507,3,2020,4,retail_sales_growth,4.0,percent,ASEANstats,2021-03-15
508,9,2020,2,unemployment,1.5,percent,ILO,2020-09-13
509,8,2019,,gdp_growth,7.5,percent,World Bank,2020-04-27
510,10,2008,,gdp_growth,2.3,percent,IMF,2009-05-05
511,9,2024,2,retail_sales_growth,14.8,percent,ASEANstats,2024-07-21
512,8,2024,1,import_growth,18.4,percent,WTO,2024-04-24
513,10,2021,3,retail_sales_growth,9.7,percent,Euromonitor,2021-11-08
514,3,2023,3,gdp_growth,3.6,percent,World Bank,2023-10-16
515,10,2015,,gdp_growth,6.3,percent,World Bank,2016-06-22
516,7,2017,,gdp_per_capita,1057,USD,World Bank,2018-06-23
517,2,2023,,gdp_per_capita,8016,USD,World Bank,2024-04-22
518,4,2023,,internet_penetration,297.4,percent,Internet World Stats,2024-05-31
519,6,2025,3,retail_sales_growth,3.8,percent,Statista,2025-12-14
520,8,2025,4,import_growth,-0.2,percent,UNCTAD,2026-01-19
521,9,2021,1,export_growth,-2.9,percent,WTO,2021-06-03
522,2,2013,,internet_penetration,29.7,percent,Internet World Stats,2014-04-17
523,8,2023,1,fdi_inflow,331600000.0,USD,World Bank,2023-05-11
524,8,2022,4,gdp_growth,8.0,percent,World Bank,2023-03-11
525,9,2014,,ecommerce_gmv,4600000.0,USD,Statista,2015-05-22
526,1,2019,,population,277600000.0,people,National Statistical Office,2020-04-09
527,9,2024,2,import_growth,13.3,percent,World Bank,2024-07-17
528,9,2021,3,export_growth,3.8,percent,WTO,2021-10-17
529,7,2021,3,import_growth,7.9,percent,UNCTAD,2021-10-31
530,6,2024,3,retail_sales_growth,14.5,percent,National Statistics,2024-12-14
531,5,2008,,gdp_growth,2.3,percent,IMF,2009-04-29
532,7,2012,,gdp,12200000000.0,USD,ADB,2013-06-12
533,3,2025,,gdp_per_capita,2011,USD,ADB,2026-05-31
534,7,2024,,population,20600000.0,people,National Statistical Office,2025-05-10
535,9,2025,4,retail_sales_growth,14.5,percent,ASEANstats,2026-01-18
536,8,2023,3,inflation,4.2,percent,IMF,2023-12-02
537,3,2010,,gdp_per_capita,1196,USD,ADB,2011-05-15
538,2,2021,3,fdi_inflow,9900000000.0,USD,ASEAN Secretariat,2021-11-09
539,5,2020,,population,6100000.0,people,National Statistical Office,2021-06-29
540,6,2010,,population,94400000.0,people,World Bank,2011-06-08
541,7,2020,1,retail_sales_growth,6.8,percent,National Statistics,2020-06-07
542,7,2015,,gdp_growth,6.4,percent,World Bank,2016-04-30
543,1,2023,4,unemployment,3.6,percent,World Bank,2024-01-27
544,10,2019,,gdp_growth,6.2,percent,IMF,2020-06-09
545,9,2020,3,gdp_growth,4.3,percent,ADB,2020-10-30
546,10,2013,,population,411841,people,National Statistical Office,2014-05-30
547,2,2022,2,unemployment,7.1,percent,ILO,2022-07-27
548,1,2022,1,export_growth,9.5,percent,WTO,2022-04-14
549,9,2021,,gdp_per_capita,1298,USD,World Bank,2022-04-29
550,3,2023,3,consumer_confidence,119,index,Nielsen,2023-12-01
551,6,2023,1,inflation,4.9,percent,World Bank,2023-05-27
552,3,2025,1,unemployment,7.8,percent,National Statistics,2025-05-13
553,5,2009,,gdp_growth,2.5,percent,ADB,2010-05-07
554,9,2013,,internet_penetration,1.6,percent,GSMA,2014-06-01
555,2,2022,3,unemployment,4.5,percent,ILO,2022-11-26
556,1,2022,,gdp_growth,3.6,percent,ADB,2023-04-18
557,2,2020,,ecommerce_gmv,11900000000.0,USD,Google-Temasek,2021-05-25
558,10,2024,,ecommerce_gmv,3000000000.0,USD,Bain & Company,2025-04-14
559,8,2017,,gdp_growth,3.6,percent,World Bank,2018-04-27
560,9,2010,,gdp_per_capita,767,USD,IMF,2011-06-14
561,10,2024,4,fdi_inflow,1100000000.0,USD,OECD,2025-01-28
562,6,2012,,internet_penetration,25.8,percent,GSMA,2013-05-14
563,3,2023,2,inflation,4.0,percent,World Bank,2023-08-07
564,7,2017,,gdp,13200000000.0,USD,IMF,2018-05-13
565,10,2021,3,gdp_growth,4.5,percent,IMF,2021-10-22
566,8,2023,2,export_growth,-3.5,percent,WTO,2023-07-26
567,5,2020,2,retail_sales_growth,1.5,percent,National Statistics,2020-08-01
568,1,2023,2,gdp_growth,3.6,percent,World Bank,2023-09-07
569,8,2022,3,consumer_confidence,96,index,National Statistics,2022-12-01
570,2,2020,,population,83300000.0,people,World Bank,2021-05-27
571,1,2020,1,unemployment,3.4,percent,ILO,2020-05-23
572,5,2014,,gdp,246000000000.0,USD,IMF,2015-06-28
573,8,2021,1,gdp_growth,3.6,percent,IMF,2021-06-04
574,6,2024,1,retail_sales_growth,16.2,percent,Euromonitor,2024-05-16
575,10,2025,1,export_growth,19.6,percent,WTO,2025-05-16
576,6,2024,4,retail_sales_growth,11.4,percent,ASEANstats,2025-01-29
577,5,2021,,ecommerce_gmv,6800000000.0,USD,Statista,2022-05-15
578,9,2012,,gdp_growth,8.1,percent,World Bank,2013-05-31
579,9,2025,4,export_growth,-4.3,percent,WTO,2026-02-01
580,7,2023,3,gdp_growth,7.7,percent,ADB,2023-11-07
581,2,2025,4,unemployment,8.0,percent,National Statistics,2026-02-09
582,1,2020,2,retail_sales_growth,3.5,percent,ASEANstats,2020-08-30
583,3,2018,,internet_penetration,57.1,percent,GSMA,2019-05-22
584,10,2019,,gdp_per_capita,47765,USD,World Bank,2020-05-20
585,9,2023,,gdp,65300000000.0,USD,IMF,2024-04-09
586,4,2018,,gdp,378000000000.0,USD,World Bank,2019-04-23
587,9,2020,3,fdi_inflow,1600000000.0,USD,OECD,2020-11-13
588,4,2022,4,export_growth,-5.2,percent,WTO,2023-03-10
589,3,2025,1,export_growth,11.5,percent,World Bank,2025-06-05
590,10,2022,2,retail_sales_growth,4.3,percent,ASEANstats,2022-07-30
591,5,2011,,gdp,220400000000.0,USD,IMF,2012-04-28
592,10,2025,4,consumer_confidence,116,index,National Statistics,2026-01-27
593,8,2023,1,gdp_growth,3.6,percent,ADB,2023-04-21
594,3,2020,,gdp,129800000000.0,USD,ADB,2021-03-31
595,7,2024,3,consumer_confidence,101,index,National Statistics,2024-11-16
596,4,2023,,population,39000000.0,people,National Statistical Office,2024-06-04
597,9,2022,2,export_growth,-1.4,percent,World Bank,2022-07-30
598,3,2022,3,gdp_growth,6.7,percent,IMF,2022-10-16
599,4,2020,,gdp_growth,4.3,percent,IMF,2021-06-10
600,9,2024,,ecommerce_gmv,119500000.0,USD,Bain & Company,2025-05-27
601,1,2020,,gdp_per_capita,3931,USD,ADB,2021-04-30
602,2,2022,4,export_growth,-0.7,percent,WTO,2023-02-13
603,3,2024,4,gdp_growth,5.0,percent,ADB,2025-02-17
604,6,2020,4,inflation,3.3,percent,World Bank,2021-02-10
605,10,2022,,gdp_growth,9.6,percent,ADB,2023-05-31
606,6,2024,,gdp_per_capita,3645,USD,World Bank,2025-05-31
607,6,2014,,gdp,240500000000.0,USD,World Bank,2015-05-01
608,3,2015,,population,100100000.0,people,World Bank,2016-04-01
609,10,2009,,gdp,14900000000.0,USD,ADB,2010-04-03
610,4,2018,,population,33700000.0,people,UN Population Division,2019-05-09
611,10,2016,,population,451244,people,UN Population Division,2017-06-14
612,7,2021,2,retail_sales_growth,12.7,percent,Statista,2021-07-22
613,2,2024,3,import_growth,5.5,percent,WTO,2024-12-13
614,3,2009,,gdp_growth,3.8,percent,IMF,2010-04-17
615,3,2009,,ecommerce_gmv,387100000.0,USD,Statista,2010-04-05
616,7,2024,4,import_growth,10.7,percent,WTO,2025-02-20
617,9,2012,,population,53400000.0,people,World Bank,2013-06-26
618,4,2021,,gdp_per_capita,12905,USD,World Bank,2022-04-11
619,8,2024,1,export_growth,13.9,percent,UNCTAD,2024-05-08
620,5,2020,,gdp_per_capita,54938,USD,World Bank,2021-06-25
621,1,2022,1,import_growth,3.9,percent,UNCTAD,2022-04-28
622,7,2025,1,retail_sales_growth,9.9,percent,National Statistics,2025-06-03
623,1,2020,1,inflation,4.5,percent,IMF,2020-05-24
624,3,2025,,population,114600000.0,people,World Bank,2026-05-06
625,1,2020,2,fdi_inflow,39700000000.0,USD,World Bank,2020-09-08
626,4,2021,2,export_growth,7.5,percent,World Bank,2021-08-05
627,6,2025,4,export_growth,11.4,percent,WTO,2026-03-15
628,4,2025,,internet_penetration,196.0,percent,ITU,2026-05-11
629,4,2014,,population,30200000.0,people,World Bank,2015-04-05
630,8,2025,,gdp,13600000000.0,USD,National Statistics,2026-04-14
631,3,2021,4,export_growth,23.8,percent,World Bank,2022-02-15
632,10,2025,4,fdi_inflow,962900000.0,USD,UNCTAD,2026-02-19
633,8,2019,,ecommerce_gmv,29200000.0,USD,Statista,2020-05-18
634,7,2010,,ecommerce_gmv,18000000.0,USD,Statista,2011-04-12
635,5,2024,1,retail_sales_growth,1.2,percent,Statista,2024-05-31
636,8,2020,1,unemployment,1.8,percent,ILO,2020-05-29
637,8,2018,,ecommerce_gmv,52800000.0,USD,e-Conomy SEA,2019-04-21
638,4,2025,3,fdi_inflow,26100000000.0,USD,ASEAN Secretariat,2025-10-15
639,6,2024,4,import_growth,5.3,percent,World Bank,2025-03-11
640,1,2015,,internet_penetration,25.2,percent,WeAreSocial,2016-05-12
641,7,2022,2,inflation,2.2,percent,National Bank,2022-07-26
642,2,2016,,gdp,436200000000.0,USD,IMF,2017-04-03
643,8,2021,4,import_growth,8.3,percent,World Bank,2022-01-21
644,10,2016,,ecommerce_gmv,239400000.0,USD,Statista,2017-06-06
645,6,2024,3,fdi_inflow,9000000000.0,USD,World Bank,2024-11-20
646,7,2009,,population,14300000.0,people,World Bank,2010-04-06
647,5,2018,,internet_penetration,180.1,percent,WeAreSocial,2019-04-01
648,7,2022,,gdp_per_capita,1518,USD,ADB,2023-05-14
649,1,2015,,ecommerce_gmv,3800000000.0,USD,Statista,2016-04-21
650,1,2010,,ecommerce_gmv,1800000000.0,USD,e-Conomy SEA,2011-04-01
651,5,2021,4,unemployment,3.6,percent,World Bank,2022-02-12
652,7,2024,1,gdp_growth,5.5,percent,World Bank,2024-04-17
653,2,2024,,population,88100000.0,people,UN Population Division,2025-04-10
654,1,2025,,population,282800000.0,people,National Statistical Office,2026-06-02
655,8,2025,2,import_growth,16.2,percent,WTO,2025-08-31
656,8,2024,,ecommerce_gmv,326900000.0,USD,Google-Temasek,2025-04-05
657,5,2021,4,fdi_inflow,4100000000.0,USD,OECD,2022-02-01
658,6,2009,,internet_penetration,20.6,percent,Internet World Stats,2010-04-12
659,2,2012,,ecommerce_gmv,2000000000.0,USD,Statista,2013-06-12
660,3,2018,,gdp_growth,8.0,percent,World Bank,2019-06-16
661,5,2013,,gdp_per_capita,49001,USD,ADB,2014-05-23
662,5,2022,1,export_growth,1.6,percent,WTO,2022-04-21
663,4,2021,2,consumer_confidence,135,index,Mastercard,2021-08-03
664,4,2023,2,inflation,4.1,percent,IMF,2023-07-18
665,8,2009,,population,6300000.0,people,World Bank,2010-06-10
666,1,2024,1,inflation,2.0,percent,National Bank,2024-05-03
667,2,2021,3,unemployment,6.4,percent,World Bank,2021-11-28
668,2,2013,,ecommerce_gmv,2800000000.0,USD,e-Conomy SEA,2014-06-11
669,1,2025,,gdp,1588400000000.0,USD,National Statistics,2026-04-21
670,8,2020,4,consumer_confidence,71,index,Conference Board,2021-02-11
671,4,2025,3,gdp_growth,6.7,percent,World Bank,2025-11-28
672,3,2024,3,inflation,2.3,percent,National Bank,2024-11-20
673,10,2024,4,gdp_growth,5.4,percent,World Bank,2025-02-11
674,10,2010,,gdp_per_capita,38649,USD,IMF,2011-05-13
675,6,2021,,population,107000000.0,people,World Bank,2022-06-17
676,8,2017,,ecommerce_gmv,59900000.0,USD,Bain & Company,2018-05-10
677,2,2025,1,unemployment,3.8,percent,World Bank,2025-04-28
678,3,2020,1,unemployment,4.2,percent,World Bank,2020-05-09
679,8,2024,,population,7600000.0,people,UN Population Division,2025-06-04
680,10,2021,,internet_penetration,114.8,percent,GSMA,2022-05-08
681,9,2016,,internet_penetration,1.3,percent,ITU,2017-04-30
682,4,2009,,gdp_growth,2.9,percent,ADB,2010-05-26
683,9,2021,2,consumer_confidence,119,index,Conference Board,2021-08-21
684,10,2023,2,export_growth,-11.5,percent,World Bank,2023-07-24
685,9,2015,,population,58300000.0,people,National Statistical Office,2016-04-18
686,3,2021,1,inflation,6.4,percent,World Bank,2021-05-22
687,7,2020,1,gdp_growth,5.8,percent,IMF,2020-06-05
688,4,2022,4,consumer_confidence,112,index,Mastercard,2023-02-18
689,8,2020,,internet_penetration,3.7,percent,Internet World Stats,2021-04-14
690,10,2010,,gdp,15400000000.0,USD,IMF,2011-05-19
691,10,2018,,gdp_per_capita,43916,USD,World Bank,2019-05-14
692,1,2022,2,consumer_confidence,93,index,Nielsen,2022-08-30
693,5,2017,,gdp_per_capita,45832,USD,World Bank,2018-06-21
694,6,2022,3,import_growth,3.4,percent,UNCTAD,2022-11-09
695,7,2010,,gdp_growth,5.7,percent,World Bank,2011-05-08
696,3,2021,3,unemployment,6.9,percent,National Statistics,2021-12-13
697,9,2022,4,consumer_confidence,123,index,Mastercard,2023-03-08
698,10,2019,,ecommerce_gmv,188000000.0,USD,Statista,2020-05-06
699,8,2021,,gdp_per_capita,1250,USD,ADB,2022-05-30
700,2,2015,,population,73300000.0,people,National Statistical Office,2016-04-11
701,1,2023,2,retail_sales_growth,3.4,percent,Euromonitor,2023-08-26
702,2,2025,1,export_growth,-11.5,percent,WTO,2025-04-29
703,9,2019,,gdp,73100000000.0,USD,World Bank,2020-05-27
704,6,2014,,ecommerce_gmv,1100000000.0,USD,e-Conomy SEA,2015-06-22
705,1,2022,,gdp,1314300000000.0,USD,National Statistics,2023-06-26
706,2,2009,,population,66800000.0,people,UN Population Division,2010-06-12
707,10,2019,,population,508541,people,National Statistical Office,2020-04-17
708,1,2021,,ecommerce_gmv,8700000000.0,USD,e-Conomy SEA,2022-06-23
709,2,2023,1,export_growth,20.6,percent,WTO,2023-05-15
710,1,2021,1,unemployment,4.9,percent,World Bank,2021-05-30
711,5,2022,,population,6000000.0,people,World Bank,2023-04-19
712,7,2024,,gdp_growth,4.3,percent,IMF,2025-05-05
713,2,2019,,population,79600000.0,people,UN Population Division,2020-04-28
714,1,2017,,ecommerce_gmv,12600000000.0,USD,Statista,2018-06-26
715,9,2021,4,retail_sales_growth,11.5,percent,ASEANstats,2022-02-11
716,4,2019,,gdp_per_capita,10590,USD,World Bank,2020-06-22
717,5,2020,3,export_growth,11.3,percent,World Bank,2020-10-21
718,10,2025,,internet_penetration,349.3,percent,GSMA,2026-04-07
719,7,2018,,gdp_per_capita,1067,USD,ADB,2019-04-07
720,7,2023,,gdp_growth,3.0,percent,World Bank,2024-06-13
721,3,2022,,internet_penetration,127.1,percent,WeAreSocial,2023-06-13
722,10,2022,4,import_growth,-0.9,percent,WTO,2023-02-02
723,10,2023,1,gdp_growth,8.7,percent,World Bank,2023-05-20
724,4,2022,,population,37900000.0,people,National Statistical Office,2023-06-20
725,6,2022,1,gdp_growth,5.9,percent,ADB,2022-05-28
726,7,2013,,population,15500000.0,people,National Statistical Office,2014-06-10
727,1,2023,4,export_growth,5.9,percent,WTO,2024-02-01
728,9,2023,2,consumer_confidence,118,index,Conference Board,2023-08-31
729,5,2008,,gdp,180000000000.0,USD,National Statistics,2009-06-04
730,5,2014,,ecommerce_gmv,2300000000.0,USD,e-Conomy SEA,2015-04-28
731,6,2009,,gdp_growth,4.7,percent,IMF,2010-06-17
732,1,2016,,population,253100000.0,people,UN Population Division,2017-05-30
733,3,2023,,gdp,179200000000.0,USD,World Bank,2024-06-27
734,10,2011,,internet_penetration,67.4,percent,WeAreSocial,2012-04-27
735,5,2025,2,consumer_confidence,98,index,National Statistics,2025-09-03
736,6,2024,3,inflation,5.2,percent,IMF,2024-11-30
737,2,2017,,internet_penetration,58.3,percent,WeAreSocial,2018-05-11
738,3,2024,3,gdp_growth,6.4,percent,World Bank,2024-10-17
739,10,2022,3,export_growth,-4.0,percent,WTO,2022-10-17
740,1,2020,,population,289800000.0,people,UN Population Division,2021-05-05
741,5,2010,,internet_penetration,80.7,percent,WeAreSocial,2011-05-25
742,10,2011,,ecommerce_gmv,59900000.0,USD,e-Conomy SEA,2012-05-21
743,6,2025,4,retail_sales_growth,11.9,percent,National Statistics,2026-01-30
744,7,2011,,population,14700000.0,people,World Bank,2012-05-23
745,5,2021,2,fdi_inflow,4100000000.0,USD,World Bank,2021-07-27
746,3,2025,3,inflation,2.2,percent,National Bank,2025-11-18
747,5,2020,3,fdi_inflow,14900000000.0,USD,OECD,2020-11-25
748,4,2008,,internet_penetration,55.6,percent,GSMA,2009-05-07
749,8,2025,1,inflation,5.4,percent,IMF,2025-05-24
750,1,2024,3,unemployment,3.4,percent,World Bank,2024-11-04
751,7,2023,4,gdp_growth,7.2,percent,ADB,2024-02-19
752,4,2008,,gdp,220000000000.0,USD,National Statistics,2009-05-05
753,3,2016,,ecommerce_gmv,965100000.0,USD,Bain & Company,2017-04-23
754,4,2010,,gdp_per_capita,8941,USD,ADB,2011-06-04
755,5,2012,,internet_penetration,83.1,percent,ITU,2013-04-01
756,8,2021,2,unemployment,7.5,percent,National Statistics,2021-09-02
757,3,2021,,ecommerce_gmv,2300000000.0,USD,Statista,2022-06-11
758,9,2018,,gdp_per_capita,1206,USD,ADB,2019-04-08
759,10,2014,,gdp,18600000000.0,USD,ADB,2015-05-02
760,3,2016,,gdp,150200000000.0,USD,ADB,2017-04-06
761,10,2024,4,retail_sales_growth,16.0,percent,ASEANstats,2025-03-09
762,3,2011,,gdp,108700000000.0,USD,World Bank,2012-05-01
763,9,2011,,gdp_per_capita,809,USD,World Bank,2012-05-14
764,2,2009,,gdp_per_capita,4264,USD,World Bank,2010-04-06
765,5,2021,,population,6300000.0,people,National Statistical Office,2022-06-08
766,3,2025,,internet_penetration,77.5,percent,Internet World Stats,2026-06-26
767,3,2021,,gdp,203000000000.0,USD,National Statistics,2022-06-06
768,2,2008,,ecommerce_gmv,800000000.0,USD,Google-Temasek,2009-04-15
769,3,2021,2,consumer_confidence,106,index,Conference Board,2021-07-20
770,7,2024,4,gdp_growth,6.1,percent,World Bank,2025-01-21
771,4,2024,1,import_growth,16.5,percent,World Bank,2024-05-30
772,9,2021,2,fdi_inflow,2100000000.0,USD,OECD,2021-07-18
773,6,2021,1,consumer_confidence,105,index,Mastercard,2021-05-14
774,6,2015,,gdp_growth,3.2,percent,IMF,2016-05-11
775,5,2022,4,retail_sales_growth,6.4,percent,ASEANstats,2023-03-10
776,4,2018,,internet_penetration,93.8,percent,ITU,2019-04-27
777,8,2024,3,gdp_growth,4.1,percent,IMF,2024-11-11
778,2,2025,2,gdp_growth,4.6,percent,IMF,2025-07-31
779,5,2020,1,consumer_confidence,89,index,Mastercard,2020-05-07
780,3,2009,,population,87100000.0,people,UN Population Division,2010-04-25
781,6,2008,,internet_penetration,18.0,percent,ITU,2009-06-17
782,5,2021,1,retail_sales_growth,12.6,percent,ASEANstats,2021-05-09
783,9,2024,3,gdp_growth,7.4,percent,World Bank,2024-10-26
784,4,2021,2,retail_sales_growth,14.2,percent,National Statistics,2021-07-15
785,10,2021,3,unemployment,1.9,percent,World Bank,2021-12-13
786,9,2017,,internet_penetration,2.1,percent,WeAreSocial,2018-06-07
787,5,2019,,population,5700000.0,people,National Statistical Office,2020-05-01
788,1,2011,,internet_penetration,15.1,percent,GSMA,2012-05-15
789,2,2023,4,import_growth,3.3,percent,WTO,2024-02-15
790,10,2008,,population,390000,people,National Statistical Office,2009-06-21
791,1,2018,,gdp_growth,6.8,percent,World Bank,2019-05-27
792,4,2020,1,retail_sales_growth,3.5,percent,Euromonitor,2020-04-15
793,10,2023,4,retail_sales_growth,6.2,percent,Statista,2024-02-24
794,8,2009,,gdp_per_capita,893,USD,IMF,2010-06-24
795,6,2022,3,fdi_inflow,10600000000.0,USD,ASEAN Secretariat,2022-11-23
